P.025_N.20_025/20/06_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/06,KAMPUNG TOK JAWA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,2,534
P.025_N.20_025/20/06_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/06,KAMPUNG TOK JAWA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,3,465
P.025_N.20_025/20/06_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/06,KAMPUNG TOK JAWA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,4,449
P.025_N.20_025/20/06_5,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/06,KAMPUNG TOK JAWA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,5,548
P.025_N.20_025/20/07_6,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/07,TELOK MESIRA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,6,363
P.025_N.20_025/20/07_7,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/07,TELOK MESIRA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,7,417
P.025_N.20_025/20/07_8,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/07,TELOK MESIRA ,SEKOLAH KEBANGSAAN KOTA JEMBAL,8,445
P.025_N.20_025/20/08_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,1,308
P.025_N.20_025/20/08_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,2,379
P.025_N.20_025/20/08_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,3,517
P.025_N.20_025/20/08_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,4,438
P.025_N.20_025/20/08_5,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,5,433
P.025_N.20_025/20/08_6,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,6,436
P.025_N.20_025/20/08_7,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,7,449
P.025_N.20_025/20/08_8,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/08,PAUH SEMBILAN ,SEKOLAH KEBANGSAAN PAUH SEMBILAN,8,542
P.025_N.20_025/20/09_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/09,TOK BELIAN ,SEKOLAH KEBANGSAAN PENGKALAN CHENGAL,1,371
P.025_N.20_025/20/09_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/09,TOK BELIAN ,SEKOLAH KEBANGSAAN PENGKALAN CHENGAL,2,394
P.025_N.20_025/20/09_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/09,TOK BELIAN ,SEKOLAH KEBANGSAAN PENGKALAN CHENGAL,3,384
P.025_N.20_025/20/09_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/09,TOK BELIAN ,SEKOLAH KEBANGSAAN PENGKALAN CHENGAL,4,442
P.025_N.20_025/20/10_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/10,TANJONG JERING ,SEKOLAH KEBANGSAAN TANJONG JENERA,1,337
P.025_N.20_025/20/10_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/10,TANJONG JERING ,SEKOLAH KEBANGSAAN TANJONG JENERA,2,326
P.025_N.20_025/20/10_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/10,TANJONG JERING ,SEKOLAH KEBANGSAAN TANJONG JENERA,3,339
P.025_N.20_025/20/11_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/11,BERIS ,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,1,343
P.025_N.20_025/20/11_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/11,BERIS ,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,2,544
P.025_N.20_025/20/11_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/11,BERIS ,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,3,479
P.025_N.20_025/20/11_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/11,BERIS ,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,4,469
P.025_N.20_025/20/11_5,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/11,BERIS ,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,5,592
P.025_N.20_025/20/12_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/12,TANJONG PAUH ,SEKOLAH KEBANGSAAN PA' PURA,1,372
P.025_N.20_025/20/12_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/12,TANJONG PAUH ,SEKOLAH KEBANGSAAN PA' PURA,2,565
P.025_N.20_025/20/12_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/12,TANJONG PAUH ,SEKOLAH KEBANGSAAN PA' PURA,3,475
P.025_N.20_025/20/12_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/12,TANJONG PAUH ,SEKOLAH KEBANGSAAN PA' PURA,4,469
P.025_N.20_025/20/12_5,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/12,TANJONG PAUH ,SEKOLAH KEBANGSAAN PA' PURA,5,587
P.025_N.20_025/20/13_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/13,CHAP ,SEKOLAH KEBANGSAAN KAMPONG CHAP,1,341
P.025_N.20_025/20/13_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/13,CHAP ,SEKOLAH KEBANGSAAN KAMPONG CHAP,2,535
P.025_N.20_025/20/13_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/13,CHAP ,SEKOLAH KEBANGSAAN KAMPONG CHAP,3,481
P.025_N.20_025/20/13_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/13,CHAP ,SEKOLAH KEBANGSAAN KAMPONG CHAP,4,553
P.025_N.20_025/20/14_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/14,BUKIT MARAK ,SEKOLAH KEBANGSAAN BUKIT MARAK,1,334
P.025_N.20_025/20/14_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/14,BUKIT MARAK ,SEKOLAH KEBANGSAAN BUKIT MARAK,2,432
P.025_N.20_025/20/14_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/14,BUKIT MARAK ,SEKOLAH KEBANGSAAN BUKIT MARAK,3,373
P.025_N.20_025/20/14_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/14,BUKIT MARAK ,SEKOLAH KEBANGSAAN BUKIT MARAK,4,385
P.025_N.20_025/20/14_5,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/14,BUKIT MARAK ,SEKOLAH KEBANGSAAN BUKIT MARAK,5,461
P.025_N.20_025/20/15_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/15,PAYA TERATAI ,SEKOLAH KEBANGSAAN CHANTUM,1,370
P.025_N.20_025/20/15_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/15,PAYA TERATAI ,SEKOLAH KEBANGSAAN CHANTUM,2,490
P.025_N.20_025/20/15_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/15,PAYA TERATAI ,SEKOLAH KEBANGSAAN CHANTUM,3,521
P.025_N.20_025/20/16_1,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/16,BEKELAM ,SEKOLAH KEBANGSAAN BEKELAM,1,302
P.025_N.20_025/20/16_2,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/16,BEKELAM ,SEKOLAH KEBANGSAAN BEKELAM,2,355
P.025_N.20_025/20/16_3,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/16,BEKELAM ,SEKOLAH KEBANGSAAN BEKELAM,3,406
P.025_N.20_025/20/16_4,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/16,BEKELAM ,SEKOLAH KEBANGSAAN BEKELAM,4,371
P.025_N.20_025/20/16_5,,NORMAL VOTE,P.025,BACHOK,N.20,TAWANG,025/20/16,BEKELAM ,SEKOLAH KEBANGSAAN BEKELAM,5,422
P.025_N.21_025/21/01_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/01,KUBANG GOLOK ,SEKOLAH KEBANGSAAN KUBANG GOLOK,1,315
P.025_N.21_025/21/01_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/01,KUBANG GOLOK ,SEKOLAH KEBANGSAAN KUBANG GOLOK,2,313
P.025_N.21_025/21/01_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/01,KUBANG GOLOK ,SEKOLAH KEBANGSAAN KUBANG GOLOK,3,593
P.025_N.21_025/21/01_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/01,KUBANG GOLOK ,SEKOLAH KEBANGSAAN KUBANG GOLOK,4,503
P.025_N.21_025/21/01_5,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/01,KUBANG GOLOK ,SEKOLAH KEBANGSAAN KUBANG GOLOK,5,529
P.025_N.21_025/21/01_6,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/01,KUBANG GOLOK ,SEKOLAH KEBANGSAAN KUBANG GOLOK,6,581
P.025_N.21_025/21/02_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,1,329
P.025_N.21_025/21/02_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,2,316
P.025_N.21_025/21/02_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,3,568
P.025_N.21_025/21/02_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,4,517
P.025_N.21_025/21/02_5,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,5,490
P.025_N.21_025/21/02_6,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,6,507
P.025_N.21_025/21/02_7,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/02,PERUPOK ,SEKOLAH KEBANGSAAN PERUPOK,7,585
P.025_N.21_025/21/03_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/03,KAMPUNG SUNGAI ,SEKOLAH MENENGAH KEBANGSAAN BACHOK,1,339
P.025_N.21_025/21/03_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/03,KAMPUNG SUNGAI ,SEKOLAH MENENGAH KEBANGSAAN BACHOK,2,399
P.025_N.21_025/21/03_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/03,KAMPUNG SUNGAI ,SEKOLAH MENENGAH KEBANGSAAN BACHOK,3,363
P.025_N.21_025/21/03_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/03,KAMPUNG SUNGAI ,SEKOLAH MENENGAH KEBANGSAAN BACHOK,4,412
P.025_N.21_025/21/04_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/04,PANTAI DAMAT ,SEKOLAH KEBANGSAAN BACHOK,1,306
P.025_N.21_025/21/04_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/04,PANTAI DAMAT ,SEKOLAH KEBANGSAAN BACHOK,2,425
P.025_N.21_025/21/04_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/04,PANTAI DAMAT ,SEKOLAH KEBANGSAAN BACHOK,3,355
P.025_N.21_025/21/04_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/04,PANTAI DAMAT ,SEKOLAH KEBANGSAAN BACHOK,4,415
P.025_N.21_025/21/05_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/05,KAMPUNG KEMUDI ,SEKOLAH KEBANGSAAN SERI KEMUDI,1,333
P.025_N.21_025/21/05_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/05,KAMPUNG KEMUDI ,SEKOLAH KEBANGSAAN SERI KEMUDI,2,516
P.025_N.21_025/21/05_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/05,KAMPUNG KEMUDI ,SEKOLAH KEBANGSAAN SERI KEMUDI,3,456
P.025_N.21_025/21/05_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/05,KAMPUNG KEMUDI ,SEKOLAH KEBANGSAAN SERI KEMUDI,4,532
P.025_N.21_025/21/06_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/06,KAMPUNG NIPAH ,SEKOLAH MENENGAH KEBANGSAAN SRI NIPAH,1,328
P.025_N.21_025/21/06_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/06,KAMPUNG NIPAH ,SEKOLAH MENENGAH KEBANGSAAN SRI NIPAH,2,517
P.025_N.21_025/21/06_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/06,KAMPUNG NIPAH ,SEKOLAH MENENGAH KEBANGSAAN SRI NIPAH,3,429
P.025_N.21_025/21/06_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/06,KAMPUNG NIPAH ,SEKOLAH MENENGAH KEBANGSAAN SRI NIPAH,4,537
P.025_N.21_025/21/07_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/07,PANTAI IRAMA ,DEWAN MAJLIS DAERAH BACHOK,1,306
P.025_N.21_025/21/07_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/07,PANTAI IRAMA ,DEWAN MAJLIS DAERAH BACHOK,2,302
P.025_N.21_025/21/07_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/07,PANTAI IRAMA ,DEWAN MAJLIS DAERAH BACHOK,3,321
P.025_N.21_025/21/08_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/08,PADANG CHINA ,SEKOLAH MENENGAH KEBANGSAAN BADAK,1,336
P.025_N.21_025/21/08_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/08,PADANG CHINA ,SEKOLAH MENENGAH KEBANGSAAN BADAK,2,390
P.025_N.21_025/21/08_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/08,PADANG CHINA ,SEKOLAH MENENGAH KEBANGSAAN BADAK,3,341
P.025_N.21_025/21/08_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/08,PADANG CHINA ,SEKOLAH MENENGAH KEBANGSAAN BADAK,4,391
P.025_N.21_025/21/09_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/09,KUAU ,SEKOLAH KEBANGSAAN BADAK,1,379
P.025_N.21_025/21/09_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/09,KUAU ,SEKOLAH KEBANGSAAN BADAK,2,319
P.025_N.21_025/21/09_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/09,KUAU ,SEKOLAH KEBANGSAAN BADAK,3,332
P.025_N.21_025/21/10_5,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/10,BADAK ,SEKOLAH MENENGAH KEBANGSAAN BADAK,5,354
P.025_N.21_025/21/10_6,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/10,BADAK ,SEKOLAH MENENGAH KEBANGSAAN BADAK,6,492
P.025_N.21_025/21/10_7,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/10,BADAK ,SEKOLAH MENENGAH KEBANGSAAN BADAK,7,452
P.025_N.21_025/21/10_8,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/10,BADAK ,SEKOLAH MENENGAH KEBANGSAAN BADAK,8,515
P.025_N.21_025/21/11_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/11,MELAWI ,SEKOLAH KEBANGSAAN TANGOK,1,352
P.025_N.21_025/21/11_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/11,MELAWI ,SEKOLAH KEBANGSAAN TANGOK,2,449
P.025_N.21_025/21/11_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/11,MELAWI ,SEKOLAH KEBANGSAAN TANGOK,3,408
P.025_N.21_025/21/11_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/11,MELAWI ,SEKOLAH KEBANGSAAN TANGOK,4,457
P.025_N.21_025/21/12_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/12,KAMPUNG SUNGAI DUA ,SEKOLAH KEBANGSAAN SUNGAI DUA,1,371
P.025_N.21_025/21/12_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/12,KAMPUNG SUNGAI DUA ,SEKOLAH KEBANGSAAN SUNGAI DUA,2,380
P.025_N.21_025/21/12_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/12,KAMPUNG SUNGAI DUA ,SEKOLAH KEBANGSAAN SUNGAI DUA,3,421
P.025_N.21_025/21/13_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/13,TANGOK ,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,1,343
P.025_N.21_025/21/13_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/13,TANGOK ,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,2,433
P.025_N.21_025/21/13_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/13,TANGOK ,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,3,360
P.025_N.21_025/21/13_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/13,TANGOK ,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,4,346
P.025_N.21_025/21/13_5,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/13,TANGOK ,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,5,432
P.025_N.21_025/21/14_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/14,RUSA ,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) TOK BACHOK,1,343
P.025_N.21_025/21/14_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/14,RUSA ,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) TOK BACHOK,2,482
P.025_N.21_025/21/14_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/14,RUSA ,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) TOK BACHOK,3,437
P.025_N.21_025/21/14_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/14,RUSA ,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) TOK BACHOK,4,495
P.025_N.21_025/21/15_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/15,TELONG ,SEKOLAH MENENGAH KEBANGSAAN KANDIS,1,357
P.025_N.21_025/21/15_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/15,TELONG ,SEKOLAH MENENGAH KEBANGSAAN KANDIS,2,346
P.025_N.21_025/21/15_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/15,TELONG ,SEKOLAH MENENGAH KEBANGSAAN KANDIS,3,342
P.025_N.21_025/21/15_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/15,TELONG ,SEKOLAH MENENGAH KEBANGSAAN KANDIS,4,395
P.025_N.21_025/21/16_1,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/16,KANDIS ,SEKOLAH KEBANGSAAN KANDIS,1,334
P.025_N.21_025/21/16_2,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/16,KANDIS ,SEKOLAH KEBANGSAAN KANDIS,2,573
P.025_N.21_025/21/16_3,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/16,KANDIS ,SEKOLAH KEBANGSAAN KANDIS,3,495
P.025_N.21_025/21/16_4,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/16,KANDIS ,SEKOLAH KEBANGSAAN KANDIS,4,485
P.025_N.21_025/21/16_5,,NORMAL VOTE,P.025,BACHOK,N.21,PANTAI IRAMA,025/21/16,KANDIS ,SEKOLAH KEBANGSAAN KANDIS,5,566
P.025_N.22_025/22/01_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/01,KAMPUNG REDANG ,SEKOLAH KEBANGSAAN SRI KEMUNTING,1,385
P.025_N.22_025/22/01_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/01,KAMPUNG REDANG ,SEKOLAH KEBANGSAAN SRI KEMUNTING,2,467
P.025_N.22_025/22/01_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/01,KAMPUNG REDANG ,SEKOLAH KEBANGSAAN SRI KEMUNTING,3,482
P.025_N.22_025/22/02_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/02,BERIS LALANG ,SEKOLAH KEBANGSAAN BERIS LALANG,1,362
P.025_N.22_025/22/02_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/02,BERIS LALANG ,SEKOLAH KEBANGSAAN BERIS LALANG,2,474
P.025_N.22_025/22/02_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/02,BERIS LALANG ,SEKOLAH KEBANGSAAN BERIS LALANG,3,421
P.025_N.22_025/22/02_4,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/02,BERIS LALANG ,SEKOLAH KEBANGSAAN BERIS LALANG,4,502
P.025_N.22_025/22/03_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/03,JELAWAT TENGAH ,SEKOLAH KEBANGSAAN JELAWAT,1,321
P.025_N.22_025/22/03_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/03,JELAWAT TENGAH ,SEKOLAH KEBANGSAAN JELAWAT,2,362
P.025_N.22_025/22/03_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/03,JELAWAT TENGAH ,SEKOLAH KEBANGSAAN JELAWAT,3,308
P.025_N.22_025/22/03_4,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/03,JELAWAT TENGAH ,SEKOLAH KEBANGSAAN JELAWAT,4,350
P.025_N.22_025/22/04_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/04,KAMPUNG BATOR ,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,1,306
P.025_N.22_025/22/04_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/04,KAMPUNG BATOR ,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,2,474
P.025_N.22_025/22/04_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/04,KAMPUNG BATOR ,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,3,399
P.025_N.22_025/22/04_4,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/04,KAMPUNG BATOR ,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,4,383
P.025_N.22_025/22/04_5,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/04,KAMPUNG BATOR ,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,5,496
P.025_N.22_025/22/05_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/05,KUCHELONG ,SEKOLAH KEBANGSAAN KUCHELONG,1,356
P.025_N.22_025/22/05_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/05,KUCHELONG ,SEKOLAH KEBANGSAAN KUCHELONG,2,416
P.025_N.22_025/22/05_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/05,KUCHELONG ,SEKOLAH KEBANGSAAN KUCHELONG,3,368
P.025_N.22_025/22/05_4,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/05,KUCHELONG ,SEKOLAH KEBANGSAAN KUCHELONG,4,416
P.025_N.22_025/22/06_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/06,KEDAI PAUH LIMA ,SEKOLAH KEBANGSAAN PAUH LIMA,1,319
P.025_N.22_025/22/06_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/06,KEDAI PAUH LIMA ,SEKOLAH KEBANGSAAN PAUH LIMA,2,417
P.025_N.22_025/22/06_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/06,KEDAI PAUH LIMA ,SEKOLAH KEBANGSAAN PAUH LIMA,3,377
P.025_N.22_025/22/06_4,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/06,KEDAI PAUH LIMA ,SEKOLAH KEBANGSAAN PAUH LIMA,4,429
P.025_N.22_025/22/07_1,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/07,TERATAK PULAI ,SEKOLAH KEBANGSAAN GUNONG,1,300
P.025_N.22_025/22/07_2,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/07,TERATAK PULAI ,SEKOLAH KEBANGSAAN GUNONG,2,325
P.025_N.22_025/22/07_3,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/07,TERATAK PULAI ,SEKOLAH KEBANGSAAN GUNONG,3,502
P.025_N.22_025/22/07_4,,NORMAL VOTE,P.025,BACHOK,N.22,JELAWAT,025/22/07,TERATAK PULAI ,SEKOLAH KEBANGSAAN GUNONG,4,449
