UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE GENDER,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,XXX,YYY,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY
P.014_N.26_014/26/07_5,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/07,TANJONG DAWAI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG CHENG, TANJONG DAWAI",5,427,UMNO,DATO' SHAIFUL HAZIZY,MALE,,40,PKR,NURIN AINA,FEMALE,46,65,PPBM,MOHD NAZRI,MALE,,315,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,2,0,TRUE
P.014_N.26_014/26/08_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/08,BATU HAMPAR,"SEKOLAH KEBANGSAAN BATU HAMPAR, KAMPUNG BATU HAMPAR",1,352,UMNO,DATO' SHAIFUL HAZIZY,MALE,,113,PKR,NURIN AINA,FEMALE,46,31,PPBM,MOHD NAZRI,MALE,,197,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,8,0,TRUE
P.014_N.26_014/26/08_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/08,BATU HAMPAR,"SEKOLAH KEBANGSAAN BATU HAMPAR, KAMPUNG BATU HAMPAR",2,391,UMNO,DATO' SHAIFUL HAZIZY,MALE,,103,PKR,NURIN AINA,FEMALE,46,26,PPBM,MOHD NAZRI,MALE,,247,PEJUANG,DATUK MOSIN RAZAK,MALE,,9,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,4,0,TRUE
P.014_N.26_014/26/08_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/08,BATU HAMPAR,"SEKOLAH KEBANGSAAN BATU HAMPAR, KAMPUNG BATU HAMPAR",3,435,UMNO,DATO' SHAIFUL HAZIZY,MALE,,55,PKR,NURIN AINA,FEMALE,46,29,PPBM,MOHD NAZRI,MALE,,346,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,2,0,TRUE
P.014_N.26_014/26/08_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/08,BATU HAMPAR,"SEKOLAH KEBANGSAAN BATU HAMPAR, KAMPUNG BATU HAMPAR",4,428,UMNO,DATO' SHAIFUL HAZIZY,MALE,,54,PKR,NURIN AINA,FEMALE,46,17,PPBM,MOHD NAZRI,MALE,,351,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,1,TRUE
P.014_N.26_014/26/08_5,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/08,BATU HAMPAR,"SEKOLAH KEBANGSAAN BATU HAMPAR, KAMPUNG BATU HAMPAR",5,468,UMNO,DATO' SHAIFUL HAZIZY,MALE,,56,PKR,NURIN AINA,FEMALE,46,26,PPBM,MOHD NAZRI,MALE,,382,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,0,0,TRUE
P.014_N.26_014/26/09_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/09,PENGKALAN BUJANG,"SEKOLAH KEBANGSAAN HAJI OMAR TAHIR, PENGKALAN BUJANG",1,396,UMNO,DATO' SHAIFUL HAZIZY,MALE,,157,PKR,NURIN AINA,FEMALE,46,30,PPBM,MOHD NAZRI,MALE,,191,PEJUANG,DATUK MOSIN RAZAK,MALE,,9,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,9,0,TRUE
P.014_N.26_014/26/09_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/09,PENGKALAN BUJANG,"SEKOLAH KEBANGSAAN HAJI OMAR TAHIR, PENGKALAN BUJANG",2,453,UMNO,DATO' SHAIFUL HAZIZY,MALE,,134,PKR,NURIN AINA,FEMALE,46,24,PPBM,MOHD NAZRI,MALE,,288,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,4,0,TRUE
P.014_N.26_014/26/09_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/09,PENGKALAN BUJANG,"SEKOLAH KEBANGSAAN HAJI OMAR TAHIR, PENGKALAN BUJANG",3,458,UMNO,DATO' SHAIFUL HAZIZY,MALE,,104,PKR,NURIN AINA,FEMALE,46,25,PPBM,MOHD NAZRI,MALE,,322,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,3,0,TRUE
P.014_N.26_014/26/10_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/10,SUNGAI GELAM,"SEKOLAH KEBANGSAAN SULTAN MUDZAFFAR SHAH, BUJANG",1,360,UMNO,DATO' SHAIFUL HAZIZY,MALE,,167,PKR,NURIN AINA,FEMALE,46,25,PPBM,MOHD NAZRI,MALE,,148,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,14,0,TRUE
P.014_N.26_014/26/10_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/10,SUNGAI GELAM,"SEKOLAH KEBANGSAAN SULTAN MUDZAFFAR SHAH, BUJANG",2,462,UMNO,DATO' SHAIFUL HAZIZY,MALE,,118,PKR,NURIN AINA,FEMALE,46,16,PPBM,MOHD NAZRI,MALE,,318,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,4,0,TRUE
P.014_N.26_014/26/10_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/10,SUNGAI GELAM,"SEKOLAH KEBANGSAAN SULTAN MUDZAFFAR SHAH, BUJANG",3,425,UMNO,DATO' SHAIFUL HAZIZY,MALE,,88,PKR,NURIN AINA,FEMALE,46,16,PPBM,MOHD NAZRI,MALE,,319,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,2,0,TRUE
P.014_N.26_014/26/10_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/10,SUNGAI GELAM,"SEKOLAH KEBANGSAAN SULTAN MUDZAFFAR SHAH, BUJANG",4,466,UMNO,DATO' SHAIFUL HAZIZY,MALE,,84,PKR,NURIN AINA,FEMALE,46,15,PPBM,MOHD NAZRI,MALE,,366,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,1,0,TRUE
P.014_N.26_014/26/11_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/11,SUNGAI JAGONG,"SEKOLAH AGAMA DARIS, SUNGAI JAGUNG",1,370,UMNO,DATO' SHAIFUL HAZIZY,MALE,,119,PKR,NURIN AINA,FEMALE,46,45,PPBM,MOHD NAZRI,MALE,,191,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,5,0,TRUE
P.014_N.26_014/26/11_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/11,SUNGAI JAGONG,"SEKOLAH AGAMA DARIS, SUNGAI JAGUNG",2,411,UMNO,DATO' SHAIFUL HAZIZY,MALE,,83,PKR,NURIN AINA,FEMALE,46,34,PPBM,MOHD NAZRI,MALE,,287,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,1,0,TRUE
P.014_N.26_014/26/11_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/11,SUNGAI JAGONG,"SEKOLAH AGAMA DARIS, SUNGAI JAGUNG",3,360,UMNO,DATO' SHAIFUL HAZIZY,MALE,,46,PKR,NURIN AINA,FEMALE,46,29,PPBM,MOHD NAZRI,MALE,,271,PEJUANG,DATUK MOSIN RAZAK,MALE,,10,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,3,0,TRUE
P.014_N.26_014/26/11_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/11,SUNGAI JAGONG,"SEKOLAH AGAMA DARIS, SUNGAI JAGUNG",4,436,UMNO,DATO' SHAIFUL HAZIZY,MALE,,62,PKR,NURIN AINA,FEMALE,46,37,PPBM,MOHD NAZRI,MALE,,330,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,2,0,TRUE
P.014_N.26_014/26/12_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/12,SUNGAI LAYAR,"SEKOLAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",1,338,UMNO,DATO' SHAIFUL HAZIZY,MALE,,114,PKR,NURIN AINA,FEMALE,46,39,PPBM,MOHD NAZRI,MALE,,158,PEJUANG,DATUK MOSIN RAZAK,MALE,,7,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,17,0,TRUE
P.014_N.26_014/26/12_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/12,SUNGAI LAYAR,"SEKOLAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",2,386,UMNO,DATO' SHAIFUL HAZIZY,MALE,,116,PKR,NURIN AINA,FEMALE,46,51,PPBM,MOHD NAZRI,MALE,,209,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,3,0,TRUE
P.014_N.26_014/26/12_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/12,SUNGAI LAYAR,"SEKOLAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",3,568,UMNO,DATO' SHAIFUL HAZIZY,MALE,,102,PKR,NURIN AINA,FEMALE,46,65,PPBM,MOHD NAZRI,MALE,,389,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,6,0,TRUE
P.014_N.26_014/26/12_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/12,SUNGAI LAYAR,"SEKOLAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",4,511,UMNO,DATO' SHAIFUL HAZIZY,MALE,,52,PKR,NURIN AINA,FEMALE,46,62,PPBM,MOHD NAZRI,MALE,,386,PEJUANG,DATUK MOSIN RAZAK,MALE,,9,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,1,0,TRUE
P.014_N.26_014/26/12_5,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/12,SUNGAI LAYAR,"SEKOLAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",5,534,UMNO,DATO' SHAIFUL HAZIZY,MALE,,55,PKR,NURIN AINA,FEMALE,46,76,PPBM,MOHD NAZRI,MALE,,392,PEJUANG,DATUK MOSIN RAZAK,MALE,,7,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,3,0,TRUE
P.014_N.26_014/26/12_6,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/12,SUNGAI LAYAR,"SEKOLAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",6,614,UMNO,DATO' SHAIFUL HAZIZY,MALE,,58,PKR,NURIN AINA,FEMALE,46,73,PPBM,MOHD NAZRI,MALE,,473,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,3,0,TRUE
P.014_N.26_014/26/13_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/13,SEMELING KANAN,"SEKOLAH KEBANGSAAN SEMELING, SEMELING",1,333,UMNO,DATO' SHAIFUL HAZIZY,MALE,,114,PKR,NURIN AINA,FEMALE,46,98,PPBM,MOHD NAZRI,MALE,,105,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,8,0,TRUE
P.014_N.26_014/26/13_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/13,SEMELING KANAN,"SEKOLAH KEBANGSAAN SEMELING, SEMELING",2,380,UMNO,DATO' SHAIFUL HAZIZY,MALE,,84,PKR,NURIN AINA,FEMALE,46,95,PPBM,MOHD NAZRI,MALE,,189,PEJUANG,DATUK MOSIN RAZAK,MALE,,7,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,3,0,TRUE
P.014_N.26_014/26/13_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/13,SEMELING KANAN,"SEKOLAH KEBANGSAAN SEMELING, SEMELING",3,476,UMNO,DATO' SHAIFUL HAZIZY,MALE,,96,PKR,NURIN AINA,FEMALE,46,36,PPBM,MOHD NAZRI,MALE,,336,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,3,0,TRUE
P.014_N.26_014/26/13_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/13,SEMELING KANAN,"SEKOLAH KEBANGSAAN SEMELING, SEMELING",4,505,UMNO,DATO' SHAIFUL HAZIZY,MALE,,72,PKR,NURIN AINA,FEMALE,46,46,PPBM,MOHD NAZRI,MALE,,384,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,0,0,TRUE
P.014_N.26_014/26/14_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/14,SEMELING KIRI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHING CHONG, SEMELING",1,333,UMNO,DATO' SHAIFUL HAZIZY,MALE,,60,PKR,NURIN AINA,FEMALE,46,194,PPBM,MOHD NAZRI,MALE,,67,PEJUANG,DATUK MOSIN RAZAK,MALE,,7,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,2,0,TRUE
P.014_N.26_014/26/14_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/14,SEMELING KIRI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHING CHONG, SEMELING",2,378,UMNO,DATO' SHAIFUL HAZIZY,MALE,,59,PKR,NURIN AINA,FEMALE,46,180,PPBM,MOHD NAZRI,MALE,,125,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,5,0,TRUE
P.014_N.26_014/26/14_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/14,SEMELING KIRI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHING CHONG, SEMELING",3,439,UMNO,DATO' SHAIFUL HAZIZY,MALE,,53,PKR,NURIN AINA,FEMALE,46,210,PPBM,MOHD NAZRI,MALE,,169,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,1,0,TRUE
P.014_N.26_014/26/14_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/14,SEMELING KIRI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHING CHONG, SEMELING",4,394,UMNO,DATO' SHAIFUL HAZIZY,MALE,,24,PKR,NURIN AINA,FEMALE,46,197,PPBM,MOHD NAZRI,MALE,,170,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,0,0,TRUE
P.014_N.26_014/26/14_5,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/14,SEMELING KIRI,"SEKOLAH JENIS KEBANGSAAN (CINA) CHING CHONG, SEMELING",5,469,UMNO,DATO' SHAIFUL HAZIZY,MALE,,33,PKR,NURIN AINA,FEMALE,46,152,PPBM,MOHD NAZRI,MALE,,278,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,0,0,TRUE
P.014_N.26_014/26/15_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",1,289,UMNO,DATO' SHAIFUL HAZIZY,MALE,,65,PKR,NURIN AINA,FEMALE,46,156,PPBM,MOHD NAZRI,MALE,,52,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,4,0,TRUE
P.014_N.26_014/26/15_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",2,371,UMNO,DATO' SHAIFUL HAZIZY,MALE,,75,PKR,NURIN AINA,FEMALE,46,177,PPBM,MOHD NAZRI,MALE,,98,PEJUANG,DATUK MOSIN RAZAK,MALE,,8,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,7,0,TRUE
P.014_N.26_014/26/15_3,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",3,531,UMNO,DATO' SHAIFUL HAZIZY,MALE,,88,PKR,NURIN AINA,FEMALE,46,199,PPBM,MOHD NAZRI,MALE,,224,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,10,0,TRUE
P.014_N.26_014/26/15_4,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",4,491,UMNO,DATO' SHAIFUL HAZIZY,MALE,,67,PKR,NURIN AINA,FEMALE,46,246,PPBM,MOHD NAZRI,MALE,,172,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,0,0,TRUE
P.014_N.26_014/26/15_5,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",5,474,UMNO,DATO' SHAIFUL HAZIZY,MALE,,52,PKR,NURIN AINA,FEMALE,46,203,PPBM,MOHD NAZRI,MALE,,214,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,2,0,TRUE
P.014_N.26_014/26/15_6,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",6,445,UMNO,DATO' SHAIFUL HAZIZY,MALE,,47,PKR,NURIN AINA,FEMALE,46,150,PPBM,MOHD NAZRI,MALE,,240,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,1,0,TRUE
P.014_N.26_014/26/15_7,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",7,490,UMNO,DATO' SHAIFUL HAZIZY,MALE,,38,PKR,NURIN AINA,FEMALE,46,148,PPBM,MOHD NAZRI,MALE,,300,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,1,0,TRUE
P.014_N.26_014/26/15_8,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/15,KAMPUNG BEDONG,"SEKOLAH KEBANGSAAN SERI AMAN, BEDONG",8,536,UMNO,DATO' SHAIFUL HAZIZY,MALE,,50,PKR,NURIN AINA,FEMALE,46,146,PPBM,MOHD NAZRI,MALE,,337,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,1,0,TRUE
P.014_N.26_014/26/16_1,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/16,TAMAN ORKID,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",1,367,UMNO,DATO' SHAIFUL HAZIZY,MALE,,66,PKR,NURIN AINA,FEMALE,46,126,PPBM,MOHD NAZRI,MALE,,158,PEJUANG,DATUK MOSIN RAZAK,MALE,,12,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,2,1,TRUE
P.014_N.26_014/26/16_2,,NORMAL VOTE,P.014,MERBOK,N.26,TANJONG DAWAI,014/26/16,TAMAN ORKID,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI LAYAR, SUNGAI PETANI",2,424,UMNO,DATO' SHAIFUL HAZIZY,MALE,,42,PKR,NURIN AINA,FEMALE,46,135,PPBM,MOHD NAZRI,MALE,,225,PEJUANG,DATUK MOSIN RAZAK,MALE,,20,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,0,TRUE
