UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE SEX,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.136_N.14_136/14/06_1,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/06,PEKAN KELEBANG BESAR,SEKOLAH KEBANGSAAN KELEBANG BESAR,1,135,MCA,DATUK LIM BAN HONG,MALE,44,44,PKR,GUE TECK,MALE,62,78,PAS,BAKRI BIN JAMALUDDIN,MALE,57,11,,,,,,,,,,,,,,,,,,,,,133,2,0,1,1,,,
P.136_N.14_136/14/06_2,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/06,PEKAN KELEBANG BESAR,SEKOLAH KEBANGSAAN KELEBANG BESAR,2,222,MCA,DATUK LIM BAN HONG,MALE,44,73,PKR,GUE TECK,MALE,62,120,PAS,BAKRI BIN JAMALUDDIN,MALE,57,27,,,,,,,,,,,,,,,,,,,,,220,2,0,1,1,,,
P.136_N.14_136/14/06_3,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/06,PEKAN KELEBANG BESAR,SEKOLAH KEBANGSAAN KELEBANG BESAR,3,236,MCA,DATUK LIM BAN HONG,MALE,44,50,PKR,GUE TECK,MALE,62,150,PAS,BAKRI BIN JAMALUDDIN,MALE,57,35,,,,,,,,,,,,,,,,,,,,,235,1,0,1,1,,,
P.136_N.14_136/14/06_4,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/06,PEKAN KELEBANG BESAR,SEKOLAH KEBANGSAAN KELEBANG BESAR,4,216,MCA,DATUK LIM BAN HONG,MALE,44,53,PKR,GUE TECK,MALE,62,120,PAS,BAKRI BIN JAMALUDDIN,MALE,57,42,,,,,,,,,,,,,,,,,,,,,215,1,0,1,1,,,
P.136_N.14_136/14/07_1,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/07,KELEBANG KECHIL,SEKOLAH JENIS KEBANGSAAN (CINA) LIH JEN,1,177,MCA,DATUK LIM BAN HONG,MALE,44,57,PKR,GUE TECK,MALE,62,105,PAS,BAKRI BIN JAMALUDDIN,MALE,57,12,,,,,,,,,,,,,,,,,,,,,174,3,0,1,1,,,
P.136_N.14_136/14/07_2,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/07,KELEBANG KECHIL,SEKOLAH JENIS KEBANGSAAN (CINA) LIH JEN,2,240,MCA,DATUK LIM BAN HONG,MALE,44,65,PKR,GUE TECK,MALE,62,157,PAS,BAKRI BIN JAMALUDDIN,MALE,57,12,,,,,,,,,,,,,,,,,,,,,234,6,0,1,1,,,
P.136_N.14_136/14/07_3,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/07,KELEBANG KECHIL,SEKOLAH JENIS KEBANGSAAN (CINA) LIH JEN,3,260,MCA,DATUK LIM BAN HONG,MALE,44,74,PKR,GUE TECK,MALE,62,161,PAS,BAKRI BIN JAMALUDDIN,MALE,57,24,,,,,,,,,,,,,,,,,,,,,259,1,0,1,1,,,
P.136_N.14_136/14/07_4,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/07,KELEBANG KECHIL,SEKOLAH JENIS KEBANGSAAN (CINA) LIH JEN,4,364,MCA,DATUK LIM BAN HONG,MALE,44,103,PKR,GUE TECK,MALE,62,200,PAS,BAKRI BIN JAMALUDDIN,MALE,57,60,,,,,,,,,,,,,,,,,,,,,363,1,0,1,1,,,
P.136_N.14_136/14/07_5,MELAKA,NORMAL VOTE,P.136,TANGGA BATU,N.14,KELEBANG,136/14/07,KELEBANG KECHIL,SEKOLAH JENIS KEBANGSAAN (CINA) LIH JEN,5,339,MCA,DATUK LIM BAN HONG,MALE,44,141,PKR,GUE TECK,MALE,62,108,PAS,BAKRI BIN JAMALUDDIN,MALE,57,86,,,,,,,,,,,,,,,,,,,,,335,4,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,JUMLAH,,NOT CHECKED,NOT CHECKED,47,13247,x,,,,5028,x,,,,4152,x,,,,3884,,,,,,,,,,,,,,,,,,,,,13064,140,43,x,x,x,x,
P.137_N.15_137/15/UNDI POS_1,MELAKA,POSTAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/UNDI POS,UNDI POS,UNDI POS,1,328,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,121,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,32,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,73,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,24,,,,,,,,,,,251,23,54,1,1,,,
P.137_N.15_137/15/01_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/01,BACHANG BARU,KOMPLEKS JAPERUN DUN PENGKALAN BATU,1,263,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,76,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,153,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,15,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,8,,,,,,,,,,,254,9,0,1,1,,,
P.137_N.15_137/15/01_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/01,BACHANG BARU,KOMPLEKS JAPERUN DUN PENGKALAN BATU,2,363,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,62,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,247,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,32,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,19,,,,,,,,,,,360,3,0,1,1,,,
P.137_N.15_137/15/01_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/01,BACHANG BARU,KOMPLEKS JAPERUN DUN PENGKALAN BATU,3,305,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,69,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,185,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,35,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,15,,,,,,,,,,,304,1,0,1,1,,,
P.137_N.15_137/15/02_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,1,194,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,101,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,56,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,17,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,19,,,,,,,,,,,194,0,0,1,1,,,
P.137_N.15_137/15/02_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,2,250,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,110,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,85,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,21,PUTRA,MOHD ALUWI BIN SARI,MALE,55,3,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,23,,,,,,,,,,,242,8,0,1,1,,,
P.137_N.15_137/15/02_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,3,257,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,99,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,89,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,33,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,27,,,,,,,,,,,250,7,0,1,1,,,
P.137_N.15_137/15/02_4,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,4,267,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,113,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,84,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,37,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,28,,,,,,,,,,,263,4,0,1,1,,,
P.137_N.15_137/15/02_5,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,5,426,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,136,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,158,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,72,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,47,,,,,,,,,,,415,10,1,1,1,,,
P.137_N.15_137/15/02_6,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,6,395,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,141,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,126,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,78,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,42,,,,,,,,,,,388,7,0,1,1,,,
P.137_N.15_137/15/02_7,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,7,360,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,148,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,83,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,68,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,51,,,,,,,,,,,351,9,0,1,1,,,
P.137_N.15_137/15/02_8,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,8,339,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,117,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,72,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,70,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,73,,,,,,,,,,,334,5,0,1,1,,,
P.137_N.15_137/15/02_9,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,9,350,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,127,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,79,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,55,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,83,,,,,,,,,,,345,5,0,1,1,,,
P.137_N.15_137/15/02_10,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/02,PASIR PUTEH,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,10,345,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,128,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,65,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,64,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,71,,,,,,,,,,,329,16,0,1,1,,,
P.137_N.15_137/15/03_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/03,PENGKALAN BATU,SEKOLAH MENENGAH KEBANGSAAN (AGAMA ) SULTAN MUHAMMAD,1,228,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,87,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,97,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,30,PUTRA,MOHD ALUWI BIN SARI,MALE,55,3,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,4,,,,,,,,,,,221,7,0,1,1,,,
P.137_N.15_137/15/03_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/03,PENGKALAN BATU,SEKOLAH MENENGAH KEBANGSAAN (AGAMA ) SULTAN MUHAMMAD,2,233,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,79,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,114,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,30,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,8,,,,,,,,,,,231,2,0,1,1,,,
P.137_N.15_137/15/03_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/03,PENGKALAN BATU,SEKOLAH MENENGAH KEBANGSAAN (AGAMA ) SULTAN MUHAMMAD,3,333,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,106,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,126,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,77,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,16,,,,,,,,,,,326,7,0,1,1,,,
P.137_N.15_137/15/03_4,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/03,PENGKALAN BATU,SEKOLAH MENENGAH KEBANGSAAN (AGAMA ) SULTAN MUHAMMAD,4,308,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,127,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,85,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,74,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,18,,,,,,,,,,,304,4,0,1,1,,,
P.137_N.15_137/15/04_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/04,RUMPUN BAHAGIA,BALAI RAYA TAMAN RUMPUN BAHAGIA,1,228,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,54,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,144,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,20,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,6,,,,,,,,,,,226,2,0,1,1,,,
P.137_N.15_137/15/04_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/04,RUMPUN BAHAGIA,BALAI RAYA TAMAN RUMPUN BAHAGIA,2,229,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,48,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,137,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,31,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,10,,,,,,,,,,,227,2,0,1,1,,,
P.137_N.15_137/15/04_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/04,RUMPUN BAHAGIA,BALAI RAYA TAMAN RUMPUN BAHAGIA,3,219,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,50,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,109,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,39,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,19,,,,,,,,,,,217,2,0,1,1,,,
P.137_N.15_137/15/05_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,1,173,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,90,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,46,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,18,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,14,,,,,,,,,,,170,3,0,1,1,,,
P.137_N.15_137/15/05_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,2,245,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,94,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,80,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,40,PUTRA,MOHD ALUWI BIN SARI,MALE,55,3,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,19,,,,,,,,,,,236,9,0,1,1,,,
P.137_N.15_137/15/05_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,3,251,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,102,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,85,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,28,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,23,,,,,,,,,,,239,12,0,1,1,,,
P.137_N.15_137/15/05_4,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,4,330,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,141,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,84,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,50,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,46,,,,,,,,,,,321,9,0,1,1,,,
P.137_N.15_137/15/05_5,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,5,300,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,113,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,71,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,68,PUTRA,MOHD ALUWI BIN SARI,MALE,55,4,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,36,,,,,,,,,,,292,8,0,1,1,,,
P.137_N.15_137/15/05_6,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,6,276,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,85,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,72,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,69,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,46,,,,,,,,,,,272,4,0,1,1,,,
P.137_N.15_137/15/05_7,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/05,PERINGGIT,SEKOLAH KEBANGSAAN PERINGGIT,7,307,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,116,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,69,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,70,PUTRA,MOHD ALUWI BIN SARI,MALE,55,0,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,50,,,,,,,,,,,305,2,0,1,1,,,
P.137_N.15_137/15/06_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/06,PERINGGIT JAYA,BALAI RAYA TAMAN SERI CEMPAKA,1,183,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,70,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,87,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,22,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,2,,,,,,,,,,,183,0,0,1,1,,,
P.137_N.15_137/15/06_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/06,PERINGGIT JAYA,BALAI RAYA TAMAN SERI CEMPAKA,2,241,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,72,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,120,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,43,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,2,,,,,,,,,,,238,3,0,1,1,,,
P.137_N.15_137/15/06_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/06,PERINGGIT JAYA,BALAI RAYA TAMAN SERI CEMPAKA,3,344,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,62,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,207,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,59,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,11,,,,,,,,,,,341,3,0,1,1,,,
P.137_N.15_137/15/06_4,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/06,PERINGGIT JAYA,BALAI RAYA TAMAN SERI CEMPAKA,4,299,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,88,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,144,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,47,PUTRA,MOHD ALUWI BIN SARI,MALE,55,2,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,17,,,,,,,,,,,298,1,0,1,1,,,
P.137_N.15_137/15/06_5,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/06,PERINGGIT JAYA,BALAI RAYA TAMAN SERI CEMPAKA,5,304,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,103,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,101,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,79,PUTRA,MOHD ALUWI BIN SARI,MALE,55,3,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,18,,,,,,,,,,,304,0,0,1,1,,,
P.137_N.15_137/15/07_1,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/07,BUKIT PALAH,SEKOLAH RENDAH AGAMA (JAIM) PERINGGIT,1,170,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,55,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,70,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,22,PUTRA,MOHD ALUWI BIN SARI,MALE,55,3,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,6,,,,,,,,,,,156,14,0,1,1,,,
P.137_N.15_137/15/07_2,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/07,BUKIT PALAH,SEKOLAH RENDAH AGAMA (JAIM) PERINGGIT,2,219,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,77,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,100,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,31,PUTRA,MOHD ALUWI BIN SARI,MALE,55,1,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,9,,,,,,,,,,,218,1,0,1,1,,,
P.137_N.15_137/15/07_3,MELAKA,NORMAL VOTE,P.137,HANG TUAH JAYA,N.15,PENGKALAN BATU,137/15/07,BUKIT PALAH,SEKOLAH RENDAH AGAMA (JAIM) PERINGGIT,3,302,UMNO,DATUK HJH KALSOM NOORDIN,FEMALE,68,94,DAP,MUHAMAD DANISH ZAINUDIN,MALE,25,84,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,40,93,PUTRA,MOHD ALUWI BIN SARI,MALE,55,4,INDEPENDENT - KEY,NORHIZAM BIN HASSAN BAKTEE,MALE,55,21,,,,,,,,,,,296,6,0,1,1,,,
