UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.195_N.09_195_09_02_4,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/02,BAZAAR,SEK. KEB. ST. MARY KUCHING,4,374,,,,,,,,PH (2),WONG KING WEI,,,267,BN,TEO KUANG KIM,,,5,PBDSB,PAU KIU SUNG,,,102,,,,,,,,,,,,,,,,,,,,,,,,374,0,0,,
P.195_N.09_195_09_02_5,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/02,BAZAAR,SEK. KEB. ST. MARY KUCHING,5,357,,,,,,,,PH (2),WONG KING WEI,,,264,BN,TEO KUANG KIM,,,5,PBDSB,PAU KIU SUNG,,,87,,,,,,,,,,,,,,,,,,,,,,,,356,1,0,,
P.195_N.09_195_09_03_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/03,PADUNGAN,SEK. MEN. KEB. KUCHING HIGH,1,200,,,,,,,,PH (2),WONG KING WEI,,,107,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,91,,,,,,,,,,,,,,,,,,,,,,,,198,2,0,,
P.195_N.09_195_09_03_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/03,PADUNGAN,SEK. MEN. KEB. KUCHING HIGH,2,355,,,,,,,,PH (2),WONG KING WEI,,,244,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,107,,,,,,,,,,,,,,,,,,,,,,,,354,1,0,,
P.195_N.09_195_09_03_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/03,PADUNGAN,SEK. MEN. KEB. KUCHING HIGH,3,327,,,,,,,,PH (2),WONG KING WEI,,,224,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,99,,,,,,,,,,,,,,,,,,,,,,,,326,1,0,,
P.195_N.09_195_09_03_4,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/03,PADUNGAN,SEK. MEN. KEB. KUCHING HIGH,4,327,,,,,,,,PH (2),WONG KING WEI,,,228,BN,TEO KUANG KIM,,,1,PBDSB,PAU KIU SUNG,,,97,,,,,,,,,,,,,,,,,,,,,,,,326,1,0,,
P.195_N.09_195_09_04_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/04,ABELL,SEK. KEB. SONG KHENG HAI (BLOK A),1,196,,,,,,,,PH (2),WONG KING WEI,,,118,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,75,,,,,,,,,,,,,,,,,,,,,,,,193,3,0,,
P.195_N.09_195_09_04_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/04,ABELL,SEK. KEB. SONG KHENG HAI (BLOK A),2,353,,,,,,,,PH (2),WONG KING WEI,,,210,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,141,,,,,,,,,,,,,,,,,,,,,,,,351,2,0,,
P.195_N.09_195_09_04_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/04,ABELL,SEK. KEB. SONG KHENG HAI (BLOK A),3,368,,,,,,,,PH (2),WONG KING WEI,,,261,BN,TEO KUANG KIM,,,1,PBDSB,PAU KIU SUNG,,,106,,,,,,,,,,,,,,,,,,,,,,,,368,0,0,,
P.195_N.09_195_09_04_4,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/04,ABELL,SEK. KEB. SONG KHENG HAI (BLOK A),4,358,,,,,,,,PH (2),WONG KING WEI,,,264,BN,TEO KUANG KIM,,,5,PBDSB,PAU KIU SUNG,,,87,,,,,,,,,,,,,,,,,,,,,,,,356,2,0,,
P.195_N.09_195_09_04_5,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/04,ABELL,SEK. KEB. SONG KHENG HAI (BLOK A),5,352,,,,,,,,PH (2),WONG KING WEI,,,236,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,112,,,,,,,,,,,,,,,,,,,,,,,,351,1,0,,
P.195_N.09_195_09_05_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/05,DESHON,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KANAN)",1,160,,,,,,,,PH (2),WONG KING WEI,,,86,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,71,,,,,,,,,,,,,,,,,,,,,,,,160,0,0,,
P.195_N.09_195_09_05_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/05,DESHON,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KANAN)",2,383,,,,,,,,PH (2),WONG KING WEI,,,222,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,156,,,,,,,,,,,,,,,,,,,,,,,,380,3,0,,
P.195_N.09_195_09_05_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/05,DESHON,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KANAN)",3,377,,,,,,,,PH (2),WONG KING WEI,,,247,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,127,,,,,,,,,,,,,,,,,,,,,,,,376,1,0,,
P.195_N.09_195_09_05_4,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/05,DESHON,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KANAN)",4,391,,,,,,,,PH (2),WONG KING WEI,,,279,BN,TEO KUANG KIM,,,6,PBDSB,PAU KIU SUNG,,,105,,,,,,,,,,,,,,,,,,,,,,,,390,1,0,,
P.195_N.09_195_09_05_5,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/05,DESHON,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KANAN)",5,368,,,,,,,,PH (2),WONG KING WEI,,,253,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,115,,,,,,,,,,,,,,,,,,,,,,,,368,0,0,,
P.195_N.09_195_09_05_6,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/05,DESHON,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KANAN)",6,386,,,,,,,,PH (2),WONG KING WEI,,,289,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,94,,,,,,,,,,,,,,,,,,,,,,,,385,1,0,,
P.195_N.09_195_09_06_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/06,SEKAMA,SEK. KEB. LUMBA KUDA KUCHING (KANAN),1,177,,,,,,,,PH (2),WONG KING WEI,,,95,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,79,,,,,,,,,,,,,,,,,,,,,,,,176,1,0,,
P.195_N.09_195_09_06_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/06,SEKAMA,SEK. KEB. LUMBA KUDA KUCHING (KANAN),2,255,,,,,,,,PH (2),WONG KING WEI,,,167,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,85,,,,,,,,,,,,,,,,,,,,,,,,255,0,0,,
P.195_N.09_195_09_06_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/06,SEKAMA,SEK. KEB. LUMBA KUDA KUCHING (KANAN),3,237,,,,,,,,PH (2),WONG KING WEI,,,168,BN,TEO KUANG KIM,,,1,PBDSB,PAU KIU SUNG,,,65,,,,,,,,,,,,,,,,,,,,,,,,234,3,0,,
P.195_N.09_195_09_07_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/07,BUKIT TUAN,SEK. KEB. BATU LINTANG KUCHING,1,156,,,,,,,,PH (2),WONG KING WEI,,,88,BN,TEO KUANG KIM,,,5,PBDSB,PAU KIU SUNG,,,62,,,,,,,,,,,,,,,,,,,,,,,,155,1,0,,
P.195_N.09_195_09_07_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/07,BUKIT TUAN,SEK. KEB. BATU LINTANG KUCHING,2,307,,,,,,,,PH (2),WONG KING WEI,,,205,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,95,,,,,,,,,,,,,,,,,,,,,,,,302,5,0,,
P.195_N.09_195_09_07_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/07,BUKIT TUAN,SEK. KEB. BATU LINTANG KUCHING,3,308,,,,,,,,PH (2),WONG KING WEI,,,210,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,94,,,,,,,,,,,,,,,,,,,,,,,,307,1,0,,
P.195_N.09_195_09_07_4,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/07,BUKIT TUAN,SEK. KEB. BATU LINTANG KUCHING,4,281,,,,,,,,PH (2),WONG KING WEI,,,189,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,90,,,,,,,,,,,,,,,,,,,,,,,,281,0,0,,
P.195_N.09_195_09_08_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/08,KINYANG,"SEK. KEB. CATHOLIC ENGLISH KUCHING, GREEN ROAD",1,340,,,,,,,,PH (2),WONG KING WEI,,,235,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,102,,,,,,,,,,,,,,,,,,,,,,,,339,1,0,,
P.195_N.09_195_09_09_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/09,ELLIS,SEK. MEN. KEB. PADUNGAN (BLOK A),1,198,,,,,,,,PH (2),WONG KING WEI,,,111,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,81,,,,,,,,,,,,,,,,,,,,,,,,194,4,0,,
P.195_N.09_195_09_09_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/09,ELLIS,SEK. MEN. KEB. PADUNGAN (BLOK A),2,292,,,,,,,,PH (2),WONG KING WEI,,,192,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,99,,,,,,,,,,,,,,,,,,,,,,,,291,1,0,,
P.195_N.09_195_09_09_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/09,ELLIS,SEK. MEN. KEB. PADUNGAN (BLOK A),3,281,,,,,,,,PH (2),WONG KING WEI,,,142,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,137,,,,,,,,,,,,,,,,,,,,,,,,281,0,0,,
P.195_N.09_195_09_10_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/10,BAN HOCK,SEK. KEB. SONG KHENG HAI (BLOK B),1,214,,,,,,,,PH (2),WONG KING WEI,,,117,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,96,,,,,,,,,,,,,,,,,,,,,,,,213,1,0,,
P.195_N.09_195_09_10_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/10,BAN HOCK,SEK. KEB. SONG KHENG HAI (BLOK B),2,360,,,,,,,,PH (2),WONG KING WEI,,,202,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,152,,,,,,,,,,,,,,,,,,,,,,,,356,4,0,,
P.195_N.09_195_09_10_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/10,BAN HOCK,SEK. KEB. SONG KHENG HAI (BLOK B),3,356,,,,,,,,PH (2),WONG KING WEI,,,235,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,117,,,,,,,,,,,,,,,,,,,,,,,,354,2,0,,
P.195_N.09_195_09_10_4,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/10,BAN HOCK,SEK. KEB. SONG KHENG HAI (BLOK B),4,336,,,,,,,,PH (2),WONG KING WEI,,,212,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,121,,,,,,,,,,,,,,,,,,,,,,,,336,0,0,,
P.195_N.09_195_09_11_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/11,LUMBA KUDA,SEK. MEN. KEB. PADUNGAN (BLOK B),1,218,,,,,,,,PH (2),WONG KING WEI,,,107,BN,TEO KUANG KIM,,,2,PBDSB,PAU KIU SUNG,,,109,,,,,,,,,,,,,,,,,,,,,,,,218,0,0,,
P.195_N.09_195_09_11_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/11,LUMBA KUDA,SEK. MEN. KEB. PADUNGAN (BLOK B),2,332,,,,,,,,PH (2),WONG KING WEI,,,182,BN,TEO KUANG KIM,,,1,PBDSB,PAU KIU SUNG,,,149,,,,,,,,,,,,,,,,,,,,,,,,332,0,0,,
P.195_N.09_195_09_12_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/12,CENTRAL,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KIRI)",1,219,,,,,,,,PH (2),WONG KING WEI,,,116,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,101,,,,,,,,,,,,,,,,,,,,,,,,217,2,0,,
P.195_N.09_195_09_12_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/12,CENTRAL,"SEK. JENIS KEB. CHUNG HUA NO.3, JLN. PADUNGAN (KIRI)",2,380,,,,,,,,PH (2),WONG KING WEI,,,253,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,122,,,,,,,,,,,,,,,,,,,,,,,,378,2,0,,
P.195_N.09_195_09_13_1,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/13,PETANAK,SEK. KEB. LUMBA KUDA KUCHING (KIRI),1,188,,,,,,,,PH (2),WONG KING WEI,,,119,BN,TEO KUANG KIM,,,0,PBDSB,PAU KIU SUNG,,,65,,,,,,,,,,,,,,,,,,,,,,,,184,4,0,,
P.195_N.09_195_09_13_2,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/13,PETANAK,SEK. KEB. LUMBA KUDA KUCHING (KIRI),2,416,,,,,,,,PH (2),WONG KING WEI,,,305,BN,TEO KUANG KIM,,,4,PBDSB,PAU KIU SUNG,,,105,,,,,,,,,,,,,,,,,,,,,,,,414,2,0,,
P.195_N.09_195_09_13_3,SARAWAK,ORDINARY VOTE,P.195,BANDAR KUCHING,N.09,PADUNGAN,195/09/13,PETANAK,SEK. KEB. LUMBA KUDA KUCHING (KIRI),3,419,,,,,,,,PH (2),WONG KING WEI,,,334,BN,TEO KUANG KIM,,,3,PBDSB,PAU KIU SUNG,,,81,,,,,,,,,,,,,,,,,,,,,,,,418,1,0,,
