UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1) - PSM,OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2) - BERJASA,OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,IND 1 (AIRPLANE),INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,IND 2 (ELEPHANT),INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,IND 3 (BOOK),INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.085_N.21_085/21/06_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/06,KAMPUNG MARHUM,SK INDERA SHAHBANDAR,2,434,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,293,PKR,MUHD ZAHID MD ARIP,MALE,,27,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,106,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,426,7,1,TRUE
P.085_N.21_085/21/06_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/06,KAMPUNG MARHUM,SK INDERA SHAHBANDAR,3,396,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,280,PKR,MUHD ZAHID MD ARIP,MALE,,24,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,82,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,386,10,0,TRUE
P.085_N.21_085/21/06_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/06,KAMPUNG MARHUM,SK INDERA SHAHBANDAR,4,394,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,246,PKR,MUHD ZAHID MD ARIP,MALE,,27,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,118,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,392,2,0,TRUE
P.085_N.21_085/21/07_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/07,PASIR PANJANG,SK PASIR PANJANG,1,307,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,247,PKR,MUHD ZAHID MD ARIP,MALE,,11,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,31,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,290,17,0,TRUE
P.085_N.21_085/21/07_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/07,PASIR PANJANG,SK PASIR PANJANG,2,454,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,354,PKR,MUHD ZAHID MD ARIP,MALE,,20,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,71,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,445,9,0,TRUE
P.085_N.21_085/21/07_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/07,PASIR PANJANG,SK PASIR PANJANG,3,394,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,270,PKR,MUHD ZAHID MD ARIP,MALE,,27,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,94,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,391,3,0,TRUE
P.085_N.21_085/21/07_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/07,PASIR PANJANG,SK PASIR PANJANG,4,408,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,242,PKR,MUHD ZAHID MD ARIP,MALE,,51,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,110,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,404,4,0,TRUE
P.085_N.21_085/21/08_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/08,KETAPANG,SEKOLAH MENENGAH AGAMA AL-ATTAS,1,280,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,177,PKR,MUHD ZAHID MD ARIP,MALE,,28,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,60,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,3,,,,,,,,,,,268,12,0,TRUE
P.085_N.21_085/21/08_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/08,KETAPANG,SEKOLAH MENENGAH AGAMA AL-ATTAS,2,529,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,323,PKR,MUHD ZAHID MD ARIP,MALE,,69,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,133,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,525,4,0,TRUE
P.085_N.21_085/21/08_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/08,KETAPANG,SEKOLAH MENENGAH AGAMA AL-ATTAS,3,490,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,251,PKR,MUHD ZAHID MD ARIP,MALE,,64,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,172,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,487,3,0,TRUE
P.085_N.21_085/21/08_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/08,KETAPANG,SEKOLAH MENENGAH AGAMA AL-ATTAS,4,448,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,235,PKR,MUHD ZAHID MD ARIP,MALE,,74,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,136,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,446,2,0,TRUE
P.085_N.21_085/21/08_5,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/08,KETAPANG,SEKOLAH MENENGAH AGAMA AL-ATTAS,5,455,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,210,PKR,MUHD ZAHID MD ARIP,MALE,,82,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,159,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,451,4,0,TRUE
P.085_N.21_085/21/09_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/09,SUNGAI MIANG,SK SINAR MUTIARA,1,295,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,240,PKR,MUHD ZAHID MD ARIP,MALE,,14,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,20,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,3,,,,,,,,,,,277,18,0,TRUE
P.085_N.21_085/21/09_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/09,SUNGAI MIANG,SK SINAR MUTIARA,2,616,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,523,PKR,MUHD ZAHID MD ARIP,MALE,,42,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,40,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,607,9,0,TRUE
P.085_N.21_085/21/09_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/09,SUNGAI MIANG,SK SINAR MUTIARA,3,564,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,464,PKR,MUHD ZAHID MD ARIP,MALE,,40,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,46,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,551,13,0,TRUE
P.085_N.21_085/21/09_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/09,SUNGAI MIANG,SK SINAR MUTIARA,4,545,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,435,PKR,MUHD ZAHID MD ARIP,MALE,,49,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,51,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,537,8,0,TRUE
P.085_N.21_085/21/10_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,1,240,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,157,PKR,MUHD ZAHID MD ARIP,MALE,,32,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,36,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,226,14,0,TRUE
P.085_N.21_085/21/10_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,2,492,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,285,PKR,MUHD ZAHID MD ARIP,MALE,,82,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,116,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,484,8,0,TRUE
P.085_N.21_085/21/10_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,3,497,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,251,PKR,MUHD ZAHID MD ARIP,MALE,,95,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,142,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,488,9,0,TRUE
P.085_N.21_085/21/10_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,4,487,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,234,PKR,MUHD ZAHID MD ARIP,MALE,,91,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,155,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,481,6,0,TRUE
P.085_N.21_085/21/10_5,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,5,442,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,204,PKR,MUHD ZAHID MD ARIP,MALE,,105,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,130,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,439,3,0,TRUE
P.085_N.21_085/21/10_6,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,6,422,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,188,PKR,MUHD ZAHID MD ARIP,MALE,,89,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,137,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,415,7,0,TRUE
P.085_N.21_085/21/10_7,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/10,BANDAR PEKAN,SK AHMAD,7,461,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,205,PKR,MUHD ZAHID MD ARIP,MALE,,93,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,159,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,458,3,0,TRUE
P.085_N.21_085/21/11_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/11,MENGKASAR,SM SAINS SULTAN HAJI AHMAD SHAH PEKAN,1,257,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,164,PKR,MUHD ZAHID MD ARIP,MALE,,32,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,54,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,251,6,0,TRUE
P.085_N.21_085/21/11_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/11,MENGKASAR,SM SAINS SULTAN HAJI AHMAD SHAH PEKAN,2,430,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,270,PKR,MUHD ZAHID MD ARIP,MALE,,44,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,112,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,426,4,0,TRUE
P.085_N.21_085/21/11_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/11,MENGKASAR,SM SAINS SULTAN HAJI AHMAD SHAH PEKAN,3,421,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,222,PKR,MUHD ZAHID MD ARIP,MALE,,62,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,132,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,416,5,0,TRUE
P.085_N.21_085/21/11_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/11,MENGKASAR,SM SAINS SULTAN HAJI AHMAD SHAH PEKAN,4,386,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,234,PKR,MUHD ZAHID MD ARIP,MALE,,47,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,104,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,385,1,0,TRUE
P.085_N.21_085/21/11_5,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/11,MENGKASAR,SM SAINS SULTAN HAJI AHMAD SHAH PEKAN,5,376,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,224,PKR,MUHD ZAHID MD ARIP,MALE,,55,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,97,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,376,0,0,TRUE
P.085_N.21_085/21/12_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/12,PULAU JAWA,SK SRI MAULANA,1,309,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,228,PKR,MUHD ZAHID MD ARIP,MALE,,21,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,51,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,300,9,0,TRUE
P.085_N.21_085/21/12_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/12,PULAU JAWA,SK SRI MAULANA,2,376,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,264,PKR,MUHD ZAHID MD ARIP,MALE,,28,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,82,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,374,2,0,TRUE
P.085_N.21_085/21/12_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/12,PULAU JAWA,SK SRI MAULANA,3,326,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,218,PKR,MUHD ZAHID MD ARIP,MALE,,31,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,74,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,323,3,0,TRUE
P.085_N.21_085/21/13_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/13,KELAT RENDANG,SMK PERAMU JAYA,1,302,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,205,PKR,MUHD ZAHID MD ARIP,MALE,,23,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,68,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,297,5,0,TRUE
P.085_N.21_085/21/13_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/13,KELAT RENDANG,SMK PERAMU JAYA,2,580,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,327,PKR,MUHD ZAHID MD ARIP,MALE,,55,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,194,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,576,4,0,TRUE
P.085_N.21_085/21/13_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/13,KELAT RENDANG,SMK PERAMU JAYA,3,515,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,266,PKR,MUHD ZAHID MD ARIP,MALE,,64,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,182,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,512,3,0,TRUE
P.085_N.21_085/21/13_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/13,KELAT RENDANG,SMK PERAMU JAYA,4,533,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,241,PKR,MUHD ZAHID MD ARIP,MALE,,73,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,218,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,532,1,0,TRUE
P.085_N.21_085/21/14_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/14,KAMPUNG LANGGAR,SK LANGGAR,1,293,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,199,PKR,MUHD ZAHID MD ARIP,MALE,,31,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,57,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,287,6,0,TRUE
P.085_N.21_085/21/14_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/14,KAMPUNG LANGGAR,SK LANGGAR,2,370,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,194,PKR,MUHD ZAHID MD ARIP,MALE,,42,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,133,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,369,1,0,TRUE
P.085_N.21_085/21/15_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/15,PAHANG TUA,SK PAHANG TUA,1,481,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,321,PKR,MUHD ZAHID MD ARIP,MALE,,40,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,112,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,473,8,0,TRUE
P.085_N.21_085/21/16_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/16,SHAHBANDAR,SK PEKAN JAYA,1,311,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,200,PKR,MUHD ZAHID MD ARIP,MALE,,21,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,86,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,307,4,0,TRUE
P.085_N.21_085/21/16_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/16,SHAHBANDAR,SK PEKAN JAYA,2,390,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,206,PKR,MUHD ZAHID MD ARIP,MALE,,41,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,141,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,388,2,0,TRUE
P.085_N.21_085/21/16_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/16,SHAHBANDAR,SK PEKAN JAYA,3,355,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,173,PKR,MUHD ZAHID MD ARIP,MALE,,59,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,121,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,354,1,0,TRUE
P.085_N.21_085/21/16_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.21,PERAMU JAYA,085/21/16,SHAHBANDAR,SK PEKAN JAYA,4,383,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,185,PKR,MUHD ZAHID MD ARIP,MALE,,62,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,136,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,383,0,0,TRUE
P.085_N.22_085/22/01_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/01,SERAMBI,SK SERAMBI,1,415,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,264,PKR,MUHD ZAHID MD ARIP,MALE,,51,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,98,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,413,2,0,TRUE
P.085_N.22_085/22/02_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/02,PADANG RUMBIA,SK PADANG RUMBIA,1,315,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,153,PKR,MUHD ZAHID MD ARIP,MALE,,30,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,131,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,314,1,0,TRUE
P.085_N.22_085/22/03_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/03,TEMAI,SK TEMAI,1,292,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,211,PKR,MUHD ZAHID MD ARIP,MALE,,19,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,53,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,283,9,0,TRUE
P.085_N.22_085/22/03_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/03,TEMAI,SK TEMAI,2,468,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,293,PKR,MUHD ZAHID MD ARIP,MALE,,37,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,132,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,2,,,,,,,,,,,464,4,0,TRUE
P.085_N.22_085/22/04_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/04,ACHEH,SK KAMPUNG ACHEH,1,236,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,111,PKR,MUHD ZAHID MD ARIP,MALE,,12,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,108,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,231,5,0,TRUE
P.085_N.22_085/22/05_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/05,TANJUNG MEDANG,SK TANJUNG MEDANG,1,304,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,238,PKR,MUHD ZAHID MD ARIP,MALE,,14,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,42,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,1,,,,,,,,,,,295,9,0,TRUE
P.085_N.22_085/22/05_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/05,TANJUNG MEDANG,SK TANJUNG MEDANG,2,560,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,375,PKR,MUHD ZAHID MD ARIP,MALE,,38,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,140,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,553,7,0,TRUE
P.085_N.22_085/22/06_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/06,PADANG POLO,SK SERI TERENTANG,1,294,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,201,PKR,MUHD ZAHID MD ARIP,MALE,,13,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,72,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,286,8,0,TRUE
P.085_N.22_085/22/06_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.22,BEBAR,085/22/06,PADANG POLO,SK SERI TERENTANG,2,405,BN,DATO' SRI MOHD NAJIB BIN TUN ABD RAZAK,MALE,,237,PKR,MUHD ZAHID MD ARIP,MALE,,33,PAS,KAPT (B) AHIATUDIN BIN DAUD,MALE,,132,,,,,,,,,,,,,,,,IND,ABD KADIR BIN SAINUDIN,MALE,,0,,,,,,,,,,,402,3,0,TRUE
