UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1) - PSM,OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2) - BERJASA,OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,IND 1 (AIRPLANE),INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,IND 2 (ELEPHANT),INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,IND 3 (BOOK),INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.088_N.31_088/31/12_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/12,KUALA KAWANG,SK KUALA KAUNG,2,344,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,139,PKR,HJ ANUAR TAHIR,MALE,,123,PAS,HAJI MD JUSOH BIN DARUS,MALE,,77,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,339,5,0,TRUE
P.088_N.31_088/31/13_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/13,BANDAR LANCHANG,SMK LANCHANG,1,270,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,100,PKR,HJ ANUAR TAHIR,MALE,,137,PAS,HAJI MD JUSOH BIN DARUS,MALE,,29,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,268,2,0,TRUE
P.088_N.31_088/31/13_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/13,BANDAR LANCHANG,SMK LANCHANG,2,423,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,181,PKR,HJ ANUAR TAHIR,MALE,,182,PAS,HAJI MD JUSOH BIN DARUS,MALE,,58,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,422,1,0,TRUE
P.088_N.31_088/31/13_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/13,BANDAR LANCHANG,SMK LANCHANG,3,405,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,158,PKR,HJ ANUAR TAHIR,MALE,,184,PAS,HAJI MD JUSOH BIN DARUS,MALE,,62,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,404,1,0,TRUE
P.088_N.31_088/31/14_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/14,MEMPATIH,SK LUBOK TERUA,1,287,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,155,PKR,HJ ANUAR TAHIR,MALE,,34,PAS,HAJI MD JUSOH BIN DARUS,MALE,,88,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,280,7,0,TRUE
P.088_N.31_088/31/14_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/14,MEMPATIH,SK LUBOK TERUA,2,438,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,197,PKR,HJ ANUAR TAHIR,MALE,,74,PAS,HAJI MD JUSOH BIN DARUS,MALE,,161,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,432,6,0,TRUE
P.088_N.31_088/31/14_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/14,MEMPATIH,SK LUBOK TERUA,3,426,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,182,PKR,HJ ANUAR TAHIR,MALE,,72,PAS,HAJI MD JUSOH BIN DARUS,MALE,,163,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,418,8,0,TRUE
P.088_N.31_088/31/15_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/15,BOLOK,SK BOLOK,1,262,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,169,PKR,HJ ANUAR TAHIR,MALE,,29,PAS,HAJI MD JUSOH BIN DARUS,MALE,,46,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,3,250,12,0,TRUE
P.088_N.31_088/31/15_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/15,BOLOK,SK BOLOK,2,379,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,227,PKR,HJ ANUAR TAHIR,MALE,,50,PAS,HAJI MD JUSOH BIN DARUS,MALE,,88,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,2,370,9,0,TRUE
P.088_N.31_088/31/15_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/15,BOLOK,SK BOLOK,3,340,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,188,PKR,HJ ANUAR TAHIR,MALE,,57,PAS,HAJI MD JUSOH BIN DARUS,MALE,,84,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,329,11,0,TRUE
P.088_N.31_088/31/16_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/16,FELDA BUKIT DAMAR,SK LKTP BUKIT DAMAR,1,311,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,196,PKR,HJ ANUAR TAHIR,MALE,,11,PAS,HAJI MD JUSOH BIN DARUS,MALE,,96,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,303,8,0,TRUE
P.088_N.31_088/31/16_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/16,FELDA BUKIT DAMAR,SK LKTP BUKIT DAMAR,2,465,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,230,PKR,HJ ANUAR TAHIR,MALE,,46,PAS,HAJI MD JUSOH BIN DARUS,MALE,,179,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,456,8,1,TRUE
P.088_N.31_088/31/16_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/16,FELDA BUKIT DAMAR,SK LKTP BUKIT DAMAR,3,419,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,194,PKR,HJ ANUAR TAHIR,MALE,,49,PAS,HAJI MD JUSOH BIN DARUS,MALE,,171,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,415,4,0,TRUE
P.088_N.31_088/31/16_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/16,FELDA BUKIT DAMAR,SK LKTP BUKIT DAMAR,4,424,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,176,PKR,HJ ANUAR TAHIR,MALE,,55,PAS,HAJI MD JUSOH BIN DARUS,MALE,,190,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,422,2,0,TRUE
P.088_N.31_088/31/17_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/17,FELDA LAKUM,SK LKTP LAKUM,1,312,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,188,PKR,HJ ANUAR TAHIR,MALE,,20,PAS,HAJI MD JUSOH BIN DARUS,MALE,,89,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,298,14,0,TRUE
P.088_N.31_088/31/17_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/17,FELDA LAKUM,SK LKTP LAKUM,2,519,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,294,PKR,HJ ANUAR TAHIR,MALE,,61,PAS,HAJI MD JUSOH BIN DARUS,MALE,,157,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,512,7,0,TRUE
P.088_N.31_088/31/17_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/17,FELDA LAKUM,SK LKTP LAKUM,3,469,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,223,PKR,HJ ANUAR TAHIR,MALE,,82,PAS,HAJI MD JUSOH BIN DARUS,MALE,,158,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,464,5,0,TRUE
P.088_N.31_088/31/17_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/17,FELDA LAKUM,SK LKTP LAKUM,4,459,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,213,PKR,HJ ANUAR TAHIR,MALE,,75,PAS,HAJI MD JUSOH BIN DARUS,MALE,,167,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,455,4,0,TRUE
P.088_N.32_088/32/01_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/01,SRI SEMANTAN,SK MENTAKAB JAYA,1,308,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,135,PKR,HJ ANUAR TAHIR,MALE,,81,PAS,HAJI MD JUSOH BIN DARUS,MALE,,90,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,306,2,0,TRUE
P.088_N.32_088/32/01_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/01,SRI SEMANTAN,SK MENTAKAB JAYA,2,566,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,187,PKR,HJ ANUAR TAHIR,MALE,,199,PAS,HAJI MD JUSOH BIN DARUS,MALE,,175,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,561,4,1,TRUE
P.088_N.32_088/32/01_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/01,SRI SEMANTAN,SK MENTAKAB JAYA,3,556,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,166,PKR,HJ ANUAR TAHIR,MALE,,202,PAS,HAJI MD JUSOH BIN DARUS,MALE,,180,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,4,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,553,3,0,TRUE
P.088_N.32_088/32/02_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/02,SANGGANG,SK SANGGANG,1,293,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,210,PKR,HJ ANUAR TAHIR,MALE,,18,PAS,HAJI MD JUSOH BIN DARUS,MALE,,60,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,291,2,0,TRUE
P.088_N.32_088/32/02_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/02,SANGGANG,SK SANGGANG,2,469,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,257,PKR,HJ ANUAR TAHIR,MALE,,58,PAS,HAJI MD JUSOH BIN DARUS,MALE,,145,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,463,6,0,TRUE
P.088_N.32_088/32/02_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/02,SANGGANG,SK SANGGANG,3,446,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,191,PKR,HJ ANUAR TAHIR,MALE,,93,PAS,HAJI MD JUSOH BIN DARUS,MALE,,159,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,446,0,0,TRUE
P.088_N.32_088/32/03_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/03,SONGSANG,KOLEJ VOKASIONAL TEMERLOH,1,284,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,166,PKR,HJ ANUAR TAHIR,MALE,,30,PAS,HAJI MD JUSOH BIN DARUS,MALE,,74,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,274,10,0,TRUE
P.088_N.32_088/32/03_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/03,SONGSANG,KOLEJ VOKASIONAL TEMERLOH,2,409,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,204,PKR,HJ ANUAR TAHIR,MALE,,67,PAS,HAJI MD JUSOH BIN DARUS,MALE,,134,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,405,4,0,TRUE
P.088_N.32_088/32/03_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/03,SONGSANG,KOLEJ VOKASIONAL TEMERLOH,3,405,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,210,PKR,HJ ANUAR TAHIR,MALE,,78,PAS,HAJI MD JUSOH BIN DARUS,MALE,,115,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,403,2,0,TRUE
P.088_N.32_088/32/03_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/03,SONGSANG,KOLEJ VOKASIONAL TEMERLOH,4,402,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,186,PKR,HJ ANUAR TAHIR,MALE,,75,PAS,HAJI MD JUSOH BIN DARUS,MALE,,134,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,396,6,0,TRUE
P.088_N.32_088/32/04_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/04,SANGGANG SEBERANG,SK SANGGANG SEBERANG,1,305,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,152,PKR,HJ ANUAR TAHIR,MALE,,20,PAS,HAJI MD JUSOH BIN DARUS,MALE,,123,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,295,10,0,TRUE
P.088_N.32_088/32/04_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/04,SANGGANG SEBERANG,SK SANGGANG SEBERANG,2,537,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,230,PKR,HJ ANUAR TAHIR,MALE,,51,PAS,HAJI MD JUSOH BIN DARUS,MALE,,252,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,533,4,0,TRUE
P.088_N.32_088/32/05_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/05,KAMPUNG GAU,SK SUNGAI GAU,1,310,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,146,PKR,HJ ANUAR TAHIR,MALE,,39,PAS,HAJI MD JUSOH BIN DARUS,MALE,,114,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,300,10,0,TRUE
P.088_N.32_088/32/05_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/05,KAMPUNG GAU,SK SUNGAI GAU,2,371,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,126,PKR,HJ ANUAR TAHIR,MALE,,76,PAS,HAJI MD JUSOH BIN DARUS,MALE,,161,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,366,5,0,TRUE
P.088_N.32_088/32/05_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/05,KAMPUNG GAU,SK SUNGAI GAU,3,371,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,98,PKR,HJ ANUAR TAHIR,MALE,,88,PAS,HAJI MD JUSOH BIN DARUS,MALE,,182,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,370,1,0,TRUE
P.088_N.32_088/32/06_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/06,TELUK IRA,SK TELOK IRA,1,361,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,170,PKR,HJ ANUAR TAHIR,MALE,,41,PAS,HAJI MD JUSOH BIN DARUS,MALE,,147,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,360,1,0,TRUE
P.088_N.32_088/32/07_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/07,BANGAU,SK BANGAU,1,264,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,141,PKR,HJ ANUAR TAHIR,MALE,,45,PAS,HAJI MD JUSOH BIN DARUS,MALE,,72,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,261,3,0,TRUE
P.088_N.32_088/32/07_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/07,BANGAU,SK BANGAU,2,298,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,97,PKR,HJ ANUAR TAHIR,MALE,,95,PAS,HAJI MD JUSOH BIN DARUS,MALE,,105,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,298,0,0,TRUE
P.088_N.32_088/32/08_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/08,BANDAR TEMERLOH,SJK(C) KHEE CHEE,1,264,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,73,PKR,HJ ANUAR TAHIR,MALE,,171,PAS,HAJI MD JUSOH BIN DARUS,MALE,,11,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,256,8,0,TRUE
P.088_N.32_088/32/08_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/08,BANDAR TEMERLOH,SJK(C) KHEE CHEE,2,445,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,94,PKR,HJ ANUAR TAHIR,MALE,,299,PAS,HAJI MD JUSOH BIN DARUS,MALE,,50,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,443,2,0,TRUE
P.088_N.32_088/32/08_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/08,BANDAR TEMERLOH,SJK(C) KHEE CHEE,3,449,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,64,PKR,HJ ANUAR TAHIR,MALE,,338,PAS,HAJI MD JUSOH BIN DARUS,MALE,,39,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,442,7,0,TRUE
P.088_N.32_088/32/09_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/09,KAMPUNG BATU,SMK TEMERLOH,1,270,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,113,PKR,HJ ANUAR TAHIR,MALE,,80,PAS,HAJI MD JUSOH BIN DARUS,MALE,,71,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,264,6,0,TRUE
P.088_N.32_088/32/09_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/09,KAMPUNG BATU,SMK TEMERLOH,2,440,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,141,PKR,HJ ANUAR TAHIR,MALE,,159,PAS,HAJI MD JUSOH BIN DARUS,MALE,,137,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,439,1,0,TRUE
P.088_N.32_088/32/09_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/09,KAMPUNG BATU,SMK TEMERLOH,3,430,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,94,PKR,HJ ANUAR TAHIR,MALE,,180,PAS,HAJI MD JUSOH BIN DARUS,MALE,,154,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,430,0,0,TRUE
P.088_N.32_088/32/10_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/10,JALAN BAHAGIA,SK JALAN BAHAGIA,1,260,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,47,PKR,HJ ANUAR TAHIR,MALE,,183,PAS,HAJI MD JUSOH BIN DARUS,MALE,,28,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,258,2,0,TRUE
P.088_N.32_088/32/10_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/10,JALAN BAHAGIA,SK JALAN BAHAGIA,2,539,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,92,PKR,HJ ANUAR TAHIR,MALE,,354,PAS,HAJI MD JUSOH BIN DARUS,MALE,,88,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,535,4,0,TRUE
P.088_N.32_088/32/10_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/10,JALAN BAHAGIA,SK JALAN BAHAGIA,3,502,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,73,PKR,HJ ANUAR TAHIR,MALE,,340,PAS,HAJI MD JUSOH BIN DARUS,MALE,,89,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,502,0,0,TRUE
P.088_N.32_088/32/10_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.32,KUALA SEMANTAN,088/32/10,JALAN BAHAGIA,SK JALAN BAHAGIA,4,484,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,76,PKR,HJ ANUAR TAHIR,MALE,,323,PAS,HAJI MD JUSOH BIN DARUS,MALE,,83,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,483,1,0,TRUE
