P.128_N.13_128/13/03_4,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/03,TAMAN JUJUR ,SEKOLAH KEBANGSAAN SIKAMAT,4,550
P.128_N.13_128/13/03_5,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/03,TAMAN JUJUR ,SEKOLAH KEBANGSAAN SIKAMAT,5,545
P.128_N.13_128/13/04_1,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/04,JALAN SIKAMAT ,SEKOLAH MENENGAH KEBANGSAAN DATO SHEIKH AHMAD,1,241
P.128_N.13_128/13/04_2,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/04,JALAN SIKAMAT ,SEKOLAH MENENGAH KEBANGSAAN DATO SHEIKH AHMAD,2,553
P.128_N.13_128/13/04_3,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/04,JALAN SIKAMAT ,SEKOLAH MENENGAH KEBANGSAAN DATO SHEIKH AHMAD,3,536
P.128_N.13_128/13/04_4,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/04,JALAN SIKAMAT ,SEKOLAH MENENGAH KEBANGSAAN DATO SHEIKH AHMAD,4,525
P.128_N.13_128/13/05_1,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,1,294
P.128_N.13_128/13/05_2,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,2,612
P.128_N.13_128/13/05_3,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,3,617
P.128_N.13_128/13/05_4,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,4,571
P.128_N.13_128/13/05_5,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,5,583
P.128_N.13_128/13/05_6,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,6,532
P.128_N.13_128/13/05_7,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,7,544
P.128_N.13_128/13/05_8,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,8,526
P.128_N.13_128/13/05_9,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/05,TAMAN DESA RHU ,INSTITUT PERGURUAN RAJA MELEWAR SIKAMAT,9,553
P.128_N.14_128/14/01_1,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/01,MEDAN RAHANG ,KOLEJ MARA SEREMBAN,1,199
P.128_N.14_128/14/01_2,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/01,MEDAN RAHANG ,KOLEJ MARA SEREMBAN,2,436
P.128_N.14_128/14/01_3,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/01,MEDAN RAHANG ,KOLEJ MARA SEREMBAN,3,457
P.128_N.14_128/14/02_1,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/02,AMPANGAN ,SEKOLAH KEBANGSAAN K.G.V SEREMBAN,1,262
P.128_N.14_128/14/02_2,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/02,AMPANGAN ,SEKOLAH KEBANGSAAN K.G.V SEREMBAN,2,443
P.128_N.14_128/14/02_3,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/02,AMPANGAN ,SEKOLAH KEBANGSAAN K.G.V SEREMBAN,3,427
P.128_N.14_128/14/02_4,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/02,AMPANGAN ,SEKOLAH KEBANGSAAN K.G.V SEREMBAN,4,414
P.128_N.14_128/14/03_1,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/03,KAMPONG GEDONG LALANG ,SEKOLAH MENENGAH TEKNIK AMPANGAN,1,274
P.128_N.14_128/14/03_2,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/03,KAMPONG GEDONG LALANG ,SEKOLAH MENENGAH TEKNIK AMPANGAN,2,606
P.128_N.14_128/14/03_3,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/03,KAMPONG GEDONG LALANG ,SEKOLAH MENENGAH TEKNIK AMPANGAN,3,562
P.128_N.14_128/14/03_4,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/03,KAMPONG GEDONG LALANG ,SEKOLAH MENENGAH TEKNIK AMPANGAN,4,553
P.128_N.14_128/14/03_5,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/03,KAMPONG GEDONG LALANG ,SEKOLAH MENENGAH TEKNIK AMPANGAN,5,577
P.128_N.14_128/14/04_1,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/04,TAMAN DATUK SHAHBANDAR ,SEKOLAH KEBANGSAAN AMPANGAN,1,251
P.128_N.14_128/14/04_2,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/04,TAMAN DATUK SHAHBANDAR ,SEKOLAH KEBANGSAAN AMPANGAN,2,545
P.128_N.14_128/14/04_3,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/04,TAMAN DATUK SHAHBANDAR ,SEKOLAH KEBANGSAAN AMPANGAN,3,541
P.128_N.14_128/14/04_4,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/04,TAMAN DATUK SHAHBANDAR ,SEKOLAH KEBANGSAAN AMPANGAN,4,548
P.128_N.14_128/14/04_5,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/04,TAMAN DATUK SHAHBANDAR ,SEKOLAH KEBANGSAAN AMPANGAN,5,538
P.128_N.14_128/14/04_6,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/04,TAMAN DATUK SHAHBANDAR ,SEKOLAH KEBANGSAAN AMPANGAN,6,535
P.128_N.14_128/14/05_1,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/05,DUSUN NYIOR ,SEKOLAH KEBANGSAAN TAMAN DUSUN NYIOR,1,256
P.128_N.14_128/14/05_2,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/05,DUSUN NYIOR ,SEKOLAH KEBANGSAAN TAMAN DUSUN NYIOR,2,519
P.128_N.14_128/14/05_3,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/05,DUSUN NYIOR ,SEKOLAH KEBANGSAAN TAMAN DUSUN NYIOR,3,535
P.128_N.14_128/14/05_4,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/05,DUSUN NYIOR ,SEKOLAH KEBANGSAAN TAMAN DUSUN NYIOR,4,509
P.128_N.14_128/14/05_5,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/05,DUSUN NYIOR ,SEKOLAH KEBANGSAAN TAMAN DUSUN NYIOR,5,505
P.128_N.14_128/14/06_1,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/06,KAMPONG JIBOI ,SEKOLAH MENENGAH AGAMA MAKMOR AMPANGAN SEREMBAN,1,279
P.128_N.14_128/14/06_2,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/06,KAMPONG JIBOI ,SEKOLAH MENENGAH AGAMA MAKMOR AMPANGAN SEREMBAN,2,499
P.128_N.14_128/14/06_3,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/06,KAMPONG JIBOI ,SEKOLAH MENENGAH AGAMA MAKMOR AMPANGAN SEREMBAN,3,487
P.128_N.14_128/14/06_4,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/06,KAMPONG JIBOI ,SEKOLAH MENENGAH AGAMA MAKMOR AMPANGAN SEREMBAN,4,469
P.128_N.14_128/14/06_5,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/06,KAMPONG JIBOI ,SEKOLAH MENENGAH AGAMA MAKMOR AMPANGAN SEREMBAN,5,461
P.128_N.14_128/14/06_6,,NORMAL VOTE,P.128,SEREMBAN,N.14,AMPANGAN,128/14/06,KAMPONG JIBOI ,SEKOLAH MENENGAH AGAMA MAKMOR AMPANGAN SEREMBAN,6,467
,,,,,,,,,,,
P.129_P.129/POSTAL VOTE_UNDI POS_1,,POSTAL VOTE,P.129,KUALA PILAH,P.129/POSTAL VOTE,POSTAL VOTE,UNDI POS,UNDI POS,,1,1045
P.129_P.129/EARLY VOTE_129/16/00_1,,EARLY VOTE,P.129,KUALA PILAH,P.129/EARLY VOTE,EARLY VOTE,129/16/00,UNDI AWAL ,DEWAN SERBAGUNA IPD KUALA PILAH BILIK A,1,23
P.129_P.129/EARLY VOTE_129/18/00_1,,EARLY VOTE,P.129,KUALA PILAH,P.129/EARLY VOTE,EARLY VOTE,129/18/00,UNDI AWAL ,DEWAN SERBAGUNA IPD KUALA PILAH BILIK B,1,278
P.129_P.129/EARLY VOTE_129/19/00_1,,EARLY VOTE,P.129,KUALA PILAH,P.129/EARLY VOTE,EARLY VOTE,129/19/00,UNDI AWAL ,DEWAN SERBAGUNA IPD KUALA PILAH BILIK C,1,18
P.129_N.15_129/15/01_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/01,KAMPONG TENGKEK ,SEKOLAH KEBANGSAAN TENGKEK,1,290
P.129_N.15_129/15/01_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/01,KAMPONG TENGKEK ,SEKOLAH KEBANGSAAN TENGKEK,2,218
P.129_N.15_129/15/02_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/02,KAMPONG TAPAK ,SEKOLAH KEBANGSAAN TAPAK,1,342
P.129_N.15_129/15/03_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/03,KAMPONG SUNGAI JELUTONG ,BALAI RAYA KAMPUNG SUNGAI JELUTONG,1,187
P.129_N.15_129/15/04_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/04,KAMPONG PADANG LEBAR ,SEKOLAH KEBANGSAAN PADANG LEBAR,1,281
P.129_N.15_129/15/04_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/04,KAMPONG PADANG LEBAR ,SEKOLAH KEBANGSAAN PADANG LEBAR,2,307
P.129_N.15_129/15/05_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/05,KAMPONG TERENTANG ,BALAI RAYA KAMPUNG TERENTANG,1,401
P.129_N.15_129/15/06_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/06,JUASSEH TENGAH ,SEKOLAH KEBANGSAAN JUASSEH TENGAH,1,294
P.129_N.15_129/15/06_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/06,JUASSEH TENGAH ,SEKOLAH KEBANGSAAN JUASSEH TENGAH,2,441
P.129_N.15_129/15/07_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/07,BUKIT GELUGOR ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BKT GELUGOR,1,292
P.129_N.15_129/15/07_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/07,BUKIT GELUGOR ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BKT GELUGOR,2,535
P.129_N.15_129/15/07_3,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/07,BUKIT GELUGOR ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BKT GELUGOR,3,518
P.129_N.15_129/15/08_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/08,KAMPONG TERUSAN ,BALAI RAYA KAMPUNG TERUSAN,1,390
P.129_N.15_129/15/09_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/09,PEKAN JUASSEH ,SEKOLAH KEBANGSAAN PUSAT JUASSEH,1,280
P.129_N.15_129/15/09_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/09,PEKAN JUASSEH ,SEKOLAH KEBANGSAAN PUSAT JUASSEH,2,444
P.129_N.15_129/15/09_3,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/09,PEKAN JUASSEH ,SEKOLAH KEBANGSAAN PUSAT JUASSEH,3,422
P.129_N.15_129/15/10_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/10,PELANGAI ,SEKOLAH KEBANGSAAN PELANGAI,1,273
P.129_N.15_129/15/10_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/10,PELANGAI ,SEKOLAH KEBANGSAAN PELANGAI,2,445
P.129_N.15_129/15/10_3,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/10,PELANGAI ,SEKOLAH KEBANGSAAN PELANGAI,3,393
P.129_N.15_129/15/10_4,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/10,PELANGAI ,SEKOLAH KEBANGSAAN PELANGAI,4,398
P.129_N.15_129/15/11_1,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/11,KAMPONG GENTAM ,SEKOLAH KEBANGSAAN TUNKU MUNAWIR,1,270
P.129_N.15_129/15/11_2,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/11,KAMPONG GENTAM ,SEKOLAH KEBANGSAAN TUNKU MUNAWIR,2,372
P.129_N.15_129/15/11_3,,NORMAL VOTE,P.129,KUALA PILAH,N.15,JUASSEH,129/15/11,KAMPONG GENTAM ,SEKOLAH KEBANGSAAN TUNKU MUNAWIR,3,352
P.129_N.16_129/16/01_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/01,KAMPONG LANGKAP ,BALAI RAYA KAMPUNG LANGKAP,1,251
P.129_N.16_129/16/02_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/02,KAMPONG ULU BENDOL ,SEKOLAH KEBANGSAAN ULU BENDOL,1,298
P.129_N.16_129/16/02_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/02,KAMPONG ULU BENDOL ,SEKOLAH KEBANGSAAN ULU BENDOL,2,223
P.129_N.16_129/16/03_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/03,TERACHI ,SEKOLAH KEBANGSAAN YAMTUAN HITAM,1,286
P.129_N.16_129/16/03_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/03,TERACHI ,SEKOLAH KEBANGSAAN YAMTUAN HITAM,2,439
P.129_N.16_129/16/03_3,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/03,TERACHI ,SEKOLAH KEBANGSAAN YAMTUAN HITAM,3,412
P.129_N.16_129/16/04_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/04,KAMPONG TALANG ,SEKOLAH KEBANGSAAN TALANG,1,288
P.129_N.16_129/16/04_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/04,KAMPONG TALANG ,SEKOLAH KEBANGSAAN TALANG,2,327
P.129_N.16_129/16/05_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/05,KAMPONG GEMETIR ,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL SAMAD,1,286
P.129_N.16_129/16/05_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/05,KAMPONG GEMETIR ,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL SAMAD,2,284
P.129_N.16_129/16/06_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/06,KAMPONG IBOL ,BALAI RAYA KAMPUNG IBOL,1,520
P.129_N.16_129/16/07_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/07,KAMPONG TENGAH ,SEKOLAH KEBANGSAAN YAMTUAN LENGGANG,1,284
P.129_N.16_129/16/07_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/07,KAMPONG TENGAH ,SEKOLAH KEBANGSAAN YAMTUAN LENGGANG,2,138
P.129_N.16_129/16/08_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/08,TANJONG IPOH ,SEKOLAH KEBANGSAAN DATO' IDRIS,1,282
P.129_N.16_129/16/08_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/08,TANJONG IPOH ,SEKOLAH KEBANGSAAN DATO' IDRIS,2,528
P.129_N.16_129/16/09_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/09,KAMPUNG GAMIN ,BALAI RAYA KAMPUNG GAMIN,1,292
P.129_N.16_129/16/10_3,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/10,KAMPONG BUYAU ,SEKOLAH KEBANGSAAN TUNKU LAKSAMANA NASIR,3,307
P.129_N.16_129/16/11_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/11,SRI MENANTI ,SEKOLAH KEBANGSAAN TUNKU LAKSAMANA NASIR,1,270
P.129_N.16_129/16/11_2,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/11,SRI MENANTI ,SEKOLAH KEBANGSAAN TUNKU LAKSAMANA NASIR,2,231
P.129_N.16_129/16/12_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/12,KAMPUNG SIKAI ,BALAI RAYA KAMPUNG SIKAI,1,286
P.129_N.16_129/16/13_1,,NORMAL VOTE,P.129,KUALA PILAH,N.16,SERI MENANTI,129/16/13,GUNONG PASIR ,SEKOLAH KEBANGSAAN YAMTUAN ANTAH GUNUNG PASIR,1,382
P.129_N.17_129/17/01_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/01,TEMARIS ,BALAI RAYA KAMPUNG TEMERIS,1,285
P.129_N.17_129/17/02_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/02,FELDA KEPIS ,SEKOLAH KEBANGSAAN (FELDA) KEPIS,1,342
P.129_N.17_129/17/02_2,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/02,FELDA KEPIS ,SEKOLAH KEBANGSAAN (FELDA) KEPIS,2,532
P.129_N.17_129/17/02_3,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/02,FELDA KEPIS ,SEKOLAH KEBANGSAAN (FELDA) KEPIS,3,465
P.129_N.17_129/17/03_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/03,REMBANG PANAS ,SEKOLAH KEBANGSAAN REMBANG PANAS,1,291
P.129_N.17_129/17/03_2,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/03,REMBANG PANAS ,SEKOLAH KEBANGSAAN REMBANG PANAS,2,434
P.129_N.17_129/17/04_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/04,KAMPONG SUNGAI DUA ,SEKOLAH KEBANGSAAN SUNGAI DUA,1,282
P.129_N.17_129/17/04_2,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/04,KAMPONG SUNGAI DUA ,SEKOLAH KEBANGSAAN SUNGAI DUA,2,297
P.129_N.17_129/17/04_3,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/04,KAMPONG SUNGAI DUA ,SEKOLAH KEBANGSAAN SUNGAI DUA,3,283
P.129_N.17_129/17/05_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/05,KAMPONG KUALA DIOH ,BALAI RAYA TAMAN CITAJAYA,1,272
P.129_N.17_129/17/05_2,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/05,KAMPONG KUALA DIOH ,BALAI RAYA TAMAN CITAJAYA,2,395
P.129_N.17_129/17/05_3,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/05,KAMPONG KUALA DIOH ,BALAI RAYA TAMAN CITAJAYA,3,338
P.129_N.17_129/17/06_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/06,SAWAH LEBAR ,DEWAN MINDA KAMPUNG SAWAH LEBAR,1,247
P.129_N.17_129/17/07_2,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/07,KAMPONG DIOH ,SEKOLAH JENIS KEBANGSAAN (TAMIL) KUALA PILAH,2,263
P.129_N.17_129/17/07_3,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/07,KAMPONG DIOH ,SEKOLAH JENIS KEBANGSAAN (TAMIL) KUALA PILAH,3,533
P.129_N.17_129/17/08_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/08,TEBAT KERING ,SEKOLAH JENIS KEBANGSAAN (TAMIL) KUALA PILAH,1,309
P.129_N.17_129/17/09_1,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/09,SENALING ,SEKOLAH KEBANGSAAN SENALING,1,293
P.129_N.17_129/17/09_2,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/09,SENALING ,SEKOLAH KEBANGSAAN SENALING,2,312
P.129_N.17_129/17/09_3,,NORMAL VOTE,P.129,KUALA PILAH,N.17,SENALING,129/17/09,SENALING ,SEKOLAH KEBANGSAAN SENALING,3,302
P.129_N.18_129/18/01_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/01,AMPANG TINGGI ,SEKOLAH KEBANGSAAN AMPANG TINGGI,1,275
P.129_N.18_129/18/01_2,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/01,AMPANG TINGGI ,SEKOLAH KEBANGSAAN AMPANG TINGGI,2,422
P.129_N.18_129/18/01_3,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/01,AMPANG TINGGI ,SEKOLAH KEBANGSAAN AMPANG TINGGI,3,403
P.129_N.18_129/18/02_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/02,KAMPONG PARIT ,SEKOLAH KEBANGSAAN KAMPONG PARIT,1,272
P.129_N.18_129/18/02_2,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/02,KAMPONG PARIT ,SEKOLAH KEBANGSAAN KAMPONG PARIT,2,260
P.129_N.18_129/18/02_3,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/02,KAMPONG PARIT ,SEKOLAH KEBANGSAAN KAMPONG PARIT,3,247
P.129_N.18_129/18/03_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/03,PEKAN LAMA ,SEKOLAH KEBANGSAAN KUALA PILAH,1,282
P.129_N.18_129/18/03_2,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/03,PEKAN LAMA ,SEKOLAH KEBANGSAAN KUALA PILAH,2,397
P.129_N.18_129/18/03_3,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/03,PEKAN LAMA ,SEKOLAH KEBANGSAAN KUALA PILAH,3,387
P.129_N.18_129/18/04_4,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/04,TAMAN BUNGA ,SEKOLAH KEBANGSAAN KUALA PILAH,4,231
P.129_N.18_129/18/04_5,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/04,TAMAN BUNGA ,SEKOLAH KEBANGSAAN KUALA PILAH,5,288
P.129_N.18_129/18/05_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/05,KAMPONG GEMUROH ,BALAI RAYA KAMPUNG MELANG,1,101
P.129_N.18_129/18/06_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/06,KAMPONG JAWA ,KOLEJ KEJURURAWATAN KUALA PILAH,1,239
P.129_N.18_129/18/06_2,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/06,KAMPONG JAWA ,KOLEJ KEJURURAWATAN KUALA PILAH,2,543
P.129_N.18_129/18/06_3,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/06,KAMPONG JAWA ,KOLEJ KEJURURAWATAN KUALA PILAH,3,547
P.129_N.18_129/18/06_4,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/06,KAMPONG JAWA ,KOLEJ KEJURURAWATAN KUALA PILAH,4,516
P.129_N.18_129/18/06_5,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/06,KAMPONG JAWA ,KOLEJ KEJURURAWATAN KUALA PILAH,5,512
P.129_N.18_129/18/06_6,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/06,KAMPONG JAWA ,KOLEJ KEJURURAWATAN KUALA PILAH,6,525
P.129_N.18_129/18/07_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/07,JALAN YAM TUAN ,SEKOLAH MENENGAH KEBANGSAAN CHUNG HUA,1,336
P.129_N.18_129/18/08_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/08,TENGKU BESAR ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KUALA PILAH,1,87
P.129_N.18_129/18/09_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/09,BUKIT TEMENSU ,SEKOLAH MENENGAH KEBANGSAAN TUANKU MUHAMMAD,1,286
P.129_N.18_129/18/09_2,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/09,BUKIT TEMENSU ,SEKOLAH MENENGAH KEBANGSAAN TUANKU MUHAMMAD,2,364
P.129_N.18_129/18/10_1,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/10,BATANG PILAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SENALING,1,278
P.129_N.18_129/18/10_2,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/10,BATANG PILAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SENALING,2,585
P.129_N.18_129/18/10_3,,NORMAL VOTE,P.129,KUALA PILAH,N.18,PILAH,129/18/10,BATANG PILAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SENALING,3,515
