UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.091_N.41_091/41/11_3,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.41,MUADZAM SHAH,091/41/11,FELDA SELANCHAR,SEK. KEB. LKTP SELANCAR 2,3,511,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,375,PAS,USTAZAH NURIDAH,FEMALE,,129,,,,,,,,,,,,,,,,,,,,,,,,,,504,7,0,1,1
P.091_N.41_091/41/11_4,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.41,MUADZAM SHAH,091/41/11,FELDA SELANCHAR,SEK. KEB. LKTP SELANCAR 2,4,521,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,385,PAS,USTAZAH NURIDAH,FEMALE,,129,,,,,,,,,,,,,,,,,,,,,,,,,,514,7,0,1,1
P.091_N.41_091/41/12_1,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.41,MUADZAM SHAH,091/41/12,FELDA SELANCHAR 3,SEK. KEB. LKTP SELANCAR 3,1,326,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,233,PAS,USTAZAH NURIDAH,FEMALE,,83,,,,,,,,,,,,,,,,,,,,,,,,,,316,10,0,1,1
P.091_N.41_091/41/12_2,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.41,MUADZAM SHAH,091/41/12,FELDA SELANCHAR 3,SEK. KEB. LKTP SELANCAR 3,2,488,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,372,PAS,USTAZAH NURIDAH,FEMALE,,107,,,,,,,,,,,,,,,,,,,,,,,,,,479,9,0,1,1
P.091_N.41_091/41/12_3,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.41,MUADZAM SHAH,091/41/12,FELDA SELANCHAR 3,SEK. KEB. LKTP SELANCAR 3,3,459,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,345,PAS,USTAZAH NURIDAH,FEMALE,,109,,,,,,,,,,,,,,,,,,,,,,,,,,454,5,0,1,1
P.091_N.42_091/42/01_1,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/01,SUNGAI PUTERI,SEK. KEB. SUNGAI PUTERI,1,307,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,163,PAS,USTAZAH NURIDAH,FEMALE,,133,,,,,,,,,,,,,,,,,,,,,,,,,,296,11,0,1,1
P.091_N.42_091/42/01_2,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/01,SUNGAI PUTERI,SEK. KEB. SUNGAI PUTERI,2,495,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,266,PAS,USTAZAH NURIDAH,FEMALE,,213,,,,,,,,,,,,,,,,,,,,,,,,,,479,15,1,1,1
P.091_N.42_091/42/01_3,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/01,SUNGAI PUTERI,SEK. KEB. SUNGAI PUTERI,3,461,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,257,PAS,USTAZAH NURIDAH,FEMALE,,202,,,,,,,,,,,,,,,,,,,,,,,,,,459,2,0,1,1
P.091_N.42_091/42/01_4,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/01,SUNGAI PUTERI,SEK. KEB. SUNGAI PUTERI,4,454,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,246,PAS,USTAZAH NURIDAH,FEMALE,,196,,,,,,,,,,,,,,,,,,,,,,,,,,442,12,0,1,1
P.091_N.42_091/42/02_1,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/02,KUALA ROMPIN,SEK. MEN. KEB. ROMPIN,1,221,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,141,PAS,USTAZAH NURIDAH,FEMALE,,73,,,,,,,,,,,,,,,,,,,,,,,,,,214,7,0,1,1
P.091_N.42_091/42/02_2,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/02,KUALA ROMPIN,SEK. MEN. KEB. ROMPIN,2,286,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,130,PAS,USTAZAH NURIDAH,FEMALE,,149,,,,,,,,,,,,,,,,,,,,,,,,,,279,7,0,1,1
P.091_N.42_091/42/02_3,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/02,KUALA ROMPIN,SEK. MEN. KEB. ROMPIN,3,287,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,133,PAS,USTAZAH NURIDAH,FEMALE,,152,,,,,,,,,,,,,,,,,,,,,,,,,,285,2,0,1,1
P.091_N.42_091/42/03_1,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/03,BANDAR BARU ROMPIN,SEK. KEB. ROMPIN,1,299,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,163,PAS,USTAZAH NURIDAH,FEMALE,,127,,,,,,,,,,,,,,,,,,,,,,,,,,290,9,0,1,1
P.091_N.42_091/42/03_2,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/03,BANDAR BARU ROMPIN,SEK. KEB. ROMPIN,2,544,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,256,PAS,USTAZAH NURIDAH,FEMALE,,283,,,,,,,,,,,,,,,,,,,,,,,,,,539,5,0,1,1
P.091_N.42_091/42/03_3,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/03,BANDAR BARU ROMPIN,SEK. KEB. ROMPIN,3,528,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,223,PAS,USTAZAH NURIDAH,FEMALE,,301,,,,,,,,,,,,,,,,,,,,,,,,,,524,4,0,1,1
P.091_N.42_091/42/03_4,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/03,BANDAR BARU ROMPIN,SEK. KEB. ROMPIN,4,505,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,224,PAS,USTAZAH NURIDAH,FEMALE,,276,,,,,,,,,,,,,,,,,,,,,,,,,,500,5,0,1,1
P.091_N.42_091/42/04_1,PAHANG,NORMAL VOTE,P.091,ROMPIN,N.42,TIOMAN,091/42/04,PONTIAN,SEK. KEB. PONTIAN,1,302,UMNO,DATO' SRI DR. HAJI JAMALUDIN BIN DATO' JARJIS,MALE,,222,PAS,USTAZAH NURIDAH,FEMALE,,70,,,,,,,,,,,,,,,,,,,,,,,,,,292,10,0,1,1
