UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.082_N.12_082/12/05_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/05,SUNGAI KARANG,SEK. KEB. SUNGAI KARANG,3,419,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,216,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,201,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,417,2,0,1,1
P.082_N.12_082/12/05_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/05,SUNGAI KARANG,SEK. KEB. SUNGAI KARANG,4,394,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,188,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,205,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,393,0,1,1,1
P.082_N.12_082/12/05_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/05,SUNGAI KARANG,SEK. KEB. SUNGAI KARANG,5,396,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,199,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,194,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,394,2,0,1,1
P.082_N.12_082/12/06_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/06,BATU HITAM,SEK. MEN. KEB. BESERAH,1,295,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,177,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,115,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,292,3,0,1,1
P.082_N.12_082/12/06_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/06,BATU HITAM,SEK. MEN. KEB. BESERAH,2,560,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,261,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,295,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,557,3,0,1,1
P.082_N.12_082/12/06_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/06,BATU HITAM,SEK. MEN. KEB. BESERAH,3,526,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,235,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,290,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,525,1,0,1,1
P.082_N.12_082/12/07_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/07,KAMPUNG BESERAH,SEK. AGAMA RAKYAT BESERAH,1,295,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,161,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,118,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,282,13,0,1,1
P.082_N.12_082/12/07_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/07,KAMPUNG BESERAH,SEK. AGAMA RAKYAT BESERAH,2,573,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,286,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,262,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,548,25,0,1,1
P.082_N.12_082/12/07_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/07,KAMPUNG BESERAH,SEK. AGAMA RAKYAT BESERAH,3,556,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,245,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,309,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,554,2,0,1,1
P.082_N.12_082/12/07_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/07,KAMPUNG BESERAH,SEK. AGAMA RAKYAT BESERAH,4,518,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,247,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,270,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,517,1,0,1,1
P.082_N.12_082/12/07_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/07,KAMPUNG BESERAH,SEK. AGAMA RAKYAT BESERAH,5,552,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,243,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,300,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,547,5,0,1,1
P.082_N.12_082/12/08_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/08,SERI PELINDONG,SEK. KEB. BESERAH,1,293,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,168,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,122,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,291,2,0,1,1
P.082_N.12_082/12/08_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/08,SERI PELINDONG,SEK. KEB. BESERAH,2,443,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,220,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,216,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,437,6,0,1,1
P.082_N.12_082/12/08_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/08,SERI PELINDONG,SEK. KEB. BESERAH,3,440,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,207,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,229,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,438,2,0,1,1
P.082_N.12_082/12/08_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/08,SERI PELINDONG,SEK. KEB. BESERAH,4,430,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,179,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,246,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,427,3,0,1,1
P.082_N.12_082/12/08_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/08,SERI PELINDONG,SEK. KEB. BESERAH,5,425,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,159,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,264,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,423,2,0,1,1
P.082_N.12_082/12/09_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/09,ALOR AKAR,KOLEJ VOKASIONAL KUANTAN,1,230,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,80,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,144,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,224,6,0,1,1
P.082_N.12_082/12/09_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/09,ALOR AKAR,KOLEJ VOKASIONAL KUANTAN,2,395,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,111,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,278,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,391,4,0,1,1
P.082_N.12_082/12/09_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/09,ALOR AKAR,KOLEJ VOKASIONAL KUANTAN,3,397,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,90,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,303,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,396,1,0,1,1
P.082_N.12_082/12/09_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/09,ALOR AKAR,KOLEJ VOKASIONAL KUANTAN,4,387,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,90,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,295,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,387,0,0,1,1
P.082_N.12_082/12/09_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/09,ALOR AKAR,KOLEJ VOKASIONAL KUANTAN,5,382,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,89,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,290,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,381,1,0,1,1
P.082_N.12_082/12/09_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/09,ALOR AKAR,KOLEJ VOKASIONAL KUANTAN,6,394,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,107,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,285,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,393,1,0,1,1
P.082_N.12_082/12/10_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,1,266,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,70,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,184,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,258,8,0,1,1
P.082_N.12_082/12/10_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,2,524,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,124,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,390,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,518,6,0,1,1
P.082_N.12_082/12/10_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,3,550,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,104,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,442,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,547,3,0,1,1
P.082_N.12_082/12/10_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,4,550,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,102,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,442,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,546,4,0,1,1
P.082_N.12_082/12/10_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,5,540,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,108,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,424,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,535,4,1,1,1
P.082_N.12_082/12/10_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,6,524,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,75,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,443,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,520,4,0,1,1
P.082_N.12_082/12/10_7,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/10,AIR PUTIH,SEK. JENIS KEB. (C) PEI CHAI,7,536,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,57,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,473,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,533,3,0,1,1
P.082_N.12_082/12/11_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/11,BALOK BARU,SEK. KEB. BALOK MAKMUR,1,300,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,172,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,126,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,298,2,0,1,1
P.082_N.12_082/12/11_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/11,BALOK BARU,SEK. KEB. BALOK MAKMUR,2,577,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,243,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,332,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,575,2,0,1,1
P.082_N.12_082/12/11_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/11,BALOK BARU,SEK. KEB. BALOK MAKMUR,3,568,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,295,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,262,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,559,9,0,1,1
P.082_N.12_082/12/12_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/12,BALOK MAKMUR,SEK. KEB. BALOK BARU,1,318,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,164,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,145,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,309,9,0,1,1
P.082_N.12_082/12/12_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/12,BALOK MAKMUR,SEK. KEB. BALOK BARU,2,528,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,227,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,301,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,528,0,0,1,1
P.082_N.12_082/12/12_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/12,BALOK MAKMUR,SEK. KEB. BALOK BARU,3,509,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,224,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,278,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,505,4,0,1,1
P.082_N.12_082/12/13_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/13,AIR PUTIH BARU,SEK. MEN. KEB.AIR PUTIH,1,284,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,71,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,210,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,283,1,0,1,1
P.082_N.12_082/12/13_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/13,AIR PUTIH BARU,SEK. MEN. KEB.AIR PUTIH,2,598,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,124,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,463,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,591,7,0,1,1
P.082_N.12_082/12/13_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/13,AIR PUTIH BARU,SEK. MEN. KEB.AIR PUTIH,3,569,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,100,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,463,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,567,2,0,1,1
P.082_N.12_082/12/13_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.12,BESERAH,082/12/13,AIR PUTIH BARU,SEK. MEN. KEB.AIR PUTIH,4,611,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,78,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,525,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,7,,,,,,610,1,0,1,1
P.082_N.13_082/13/01_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/01,RTP BUKIT GOH,SEK. KEB. RTP BUKIT GOH,1,528,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,325,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,198,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,523,5,0,1,1
P.082_N.13_082/13/02_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/02,KAMPUNG PADANG,SEK. KEB. KAMPONG PADANG,1,308,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,182,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,119,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,303,5,0,1,1
P.082_N.13_082/13/02_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/02,KAMPUNG PADANG,SEK. KEB. KAMPONG PADANG,2,523,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,258,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,256,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,515,8,0,1,1
P.082_N.13_082/13/02_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/02,KAMPUNG PADANG,SEK. KEB. KAMPONG PADANG,3,468,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,248,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,215,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,464,4,0,1,1
P.082_N.13_082/13/02_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/02,KAMPUNG PADANG,SEK. KEB. KAMPONG PADANG,4,468,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,255,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,208,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,466,2,0,1,1
P.082_N.13_082/13/03_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/03,BUKIT ISTANA,SEK. KEB. SUNGAI TALAM,1,282,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,153,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,121,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,275,7,0,1,1
P.082_N.13_082/13/03_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/03,BUKIT ISTANA,SEK. KEB. SUNGAI TALAM,2,402,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,163,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,238,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,401,1,0,1,1
P.082_N.13_082/13/03_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/03,BUKIT ISTANA,SEK. KEB. SUNGAI TALAM,3,375,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,162,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,208,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,371,4,0,1,1
P.082_N.13_082/13/04_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,1,294,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,110,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,167,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,6,,,,,,283,11,0,1,1
P.082_N.13_082/13/04_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,2,526,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,251,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,265,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,5,,,,,,521,5,0,1,1
P.082_N.13_082/13/04_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,3,506,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,154,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,343,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,500,6,0,1,1
P.082_N.13_082/13/04_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,4,506,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,160,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,340,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,504,2,0,1,1
P.082_N.13_082/13/04_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,5,492,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,154,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,335,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,490,2,0,1,1
P.082_N.13_082/13/04_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,6,483,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,152,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,321,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,5,,,,,,478,5,0,1,1
P.082_N.13_082/13/04_7,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,7,458,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,136,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,320,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,457,1,0,1,1
P.082_N.13_082/13/04_8,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/04,SEMAMBU,SEK. KEB. SEMAMBU,8,488,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,200,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,278,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,6,,,,,,484,4,0,1,1
P.082_N.13_082/13/05_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,1,280,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,139,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,135,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,274,5,1,1,1
P.082_N.13_082/13/05_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,2,490,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,193,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,283,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,477,13,0,1,1
P.082_N.13_082/13/05_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,3,479,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,187,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,290,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,477,2,0,1,1
